development_slot,sample_id,source_audit_only,campaign_id_audit_only,prefix_len,observed_step_ids_audit_only,target_step_ids_excluded_audit_only,transmitted_body_sha256,source_literal_redactions,campaign_literal_redactions,leakage_assertions_passed,generation_status,json_object,exact_schema_keys,valid_summary,summary_attack_id,valid_top5,stage_assessment,observed_capabilities,likely_next_intents,predicted_next_ttps,raw_output,reasoning_content_len,finish_reason,model_returned,completion_id,request_id,attempts,last_http_status,last_latency_ms,error_type,error_message,input_tokens_all_attempts,cache_hit_tokens_all_attempts,cache_miss_tokens_all_attempts,output_tokens_all_attempts,estimated_cost_usd_all_attempts,generated_at
formal:0085,attack_flow::Conti CISA Alert::0003,attack_flow,Conti CISA Alert,3,"[""attack_flow::Conti CISA Alert::2a8b2d9c-c1cb-44e8-9c18-e146fdb28c3b"",""attack_flow::Conti CISA Alert::803b8f27-1c9b-4d83-b155-b443b69672f8"",""attack_flow::Conti CISA Alert::08dfcf4a-96c4-487e-8531-3ddd7fbb6e70""]","[""attack_flow::Conti CISA Alert::51d84486-8f49-40aa-a3ef-65ab544dff0f"",""attack_flow::Conti CISA Alert::21b2ccee-d3ed-4866-b931-87c37f98dc93"",""attack_flow::Conti CISA Alert::fda03654-388a-45e1-b3c5-36a0593aec6d""]",cdc814a29374ee0c6f1862b319d34a740c368650a28444db1fb7ef703b7d9873,0,0,True,ok,True,True,True,False,True,攻击者已通过钓鱼邮件获得初始访问，并正在尝试提升权限和获取凭据。,能够制作并投递恶意Excel附件，诱导用户执行，并利用Kerberos攻击尝试获取管理员哈希。,攻击者可能利用获取的凭据进行横向移动，进一步控制系统，并可能尝试持久化或数据窃取。,"[""T1078"",""T1021"",""T1003"",""T1059"",""T1105""]","{
  ""stage_assessment"": ""攻击者已通过钓鱼邮件获得初始访问，并正在尝试提升权限和获取凭据。"",
  ""observed_capabilities"": ""能够制作并投递恶意Excel附件，诱导用户执行，并利用Kerberos攻击尝试获取管理员哈希。"",
  ""likely_next_intents"": ""攻击者可能利用获取的凭据进行横向移动，进一步控制系统，并可能尝试持久化或数据窃取。"",
  ""predicted_next_ttps"": [""T1078"", ""T1021"", ""T1003"", ""T1059"", ""T1105""]
}",0,stop,deepseek-v4-flash,edf955ad-f779-4898-a98d-da6006ceb237,,1,200,2104,,,476,256,220,131,6.819680000000001e-05,2026-08-07T07:57:15.932781+00:00
formal:0086,attack_flow::Conti CISA Alert::0004,attack_flow,Conti CISA Alert,4,"[""attack_flow::Conti CISA Alert::2a8b2d9c-c1cb-44e8-9c18-e146fdb28c3b"",""attack_flow::Conti CISA Alert::803b8f27-1c9b-4d83-b155-b443b69672f8"",""attack_flow::Conti CISA Alert::08dfcf4a-96c4-487e-8531-3ddd7fbb6e70"",""attack_flow::Conti CISA Alert::51d84486-8f49-40aa-a3ef-65ab544dff0f""]","[""attack_flow::Conti CISA Alert::21b2ccee-d3ed-4866-b931-87c37f98dc93"",""attack_flow::Conti CISA Alert::fda03654-388a-45e1-b3c5-36a0593aec6d""]",a3adcc6889af602016d1d3f85337620425821c4790bacccf0bb9bddff49c50db,0,0,True,ok,True,True,True,False,True,攻击者已从初始访问阶段推进到执行和凭据访问阶段，目前正在积极获取管理员凭据。,能够通过钓鱼邮件投递恶意Excel文件，诱导用户执行，并利用Kerberos攻击和暴力破解获取管理员哈希。,攻击者可能利用获取的管理员凭据进行横向移动、提升权限或进一步窃取敏感数据。,"[""T1078"",""T1021"",""T1003"",""T1059"",""T1105""]","{
  ""stage_assessment"": ""攻击者已从初始访问阶段推进到执行和凭据访问阶段，目前正在积极获取管理员凭据。"",
  ""observed_capabilities"": ""能够通过钓鱼邮件投递恶意Excel文件，诱导用户执行，并利用Kerberos攻击和暴力破解获取管理员哈希。"",
  ""likely_next_intents"": ""攻击者可能利用获取的管理员凭据进行横向移动、提升权限或进一步窃取敏感数据。"",
  ""predicted_next_ttps"": [""T1078"", ""T1021"", ""T1003"", ""T1059"", ""T1105""]
}",0,stop,deepseek-v4-flash,c907f84d-e7e9-494b-a9d9-89e52dae2147,,1,200,1886,,,506,256,250,135,7.351680000000001e-05,2026-08-07T07:57:15.814671+00:00
formal:0087,attack_flow::Conti CISA Alert::0005,attack_flow,Conti CISA Alert,5,"[""attack_flow::Conti CISA Alert::2a8b2d9c-c1cb-44e8-9c18-e146fdb28c3b"",""attack_flow::Conti CISA Alert::803b8f27-1c9b-4d83-b155-b443b69672f8"",""attack_flow::Conti CISA Alert::08dfcf4a-96c4-487e-8531-3ddd7fbb6e70"",""attack_flow::Conti CISA Alert::51d84486-8f49-40aa-a3ef-65ab544dff0f"",""attack_flow::Conti CISA Alert::21b2ccee-d3ed-4866-b931-87c37f98dc93""]","[""attack_flow::Conti CISA Alert::fda03654-388a-45e1-b3c5-36a0593aec6d""]",151c5e000712b742b4fc8cf2f9e6b9927400aac8077d9af6825119dee4a6b014,0,0,True,ok,True,True,True,False,True,攻击者已从初始访问阶段推进到执行和凭据访问阶段，并可能正在为横向移动做准备。,能够通过钓鱼邮件投递恶意文档，诱导用户执行，利用Kerberos攻击和暴力破解获取管理员哈希，并利用未修补漏洞进行权限提升和横向移动。,攻击者可能继续利用获取的凭据进行横向移动，尝试访问更多系统，并可能部署持久化机制或窃取数据。,"[""T1021"",""T1078"",""T1003"",""T1059"",""T1105""]","{
  ""stage_assessment"": ""攻击者已从初始访问阶段推进到执行和凭据访问阶段，并可能正在为横向移动做准备。"",
  ""observed_capabilities"": ""能够通过钓鱼邮件投递恶意文档，诱导用户执行，利用Kerberos攻击和暴力破解获取管理员哈希，并利用未修补漏洞进行权限提升和横向移动。"",
  ""likely_next_intents"": ""攻击者可能继续利用获取的凭据进行横向移动，尝试访问更多系统，并可能部署持久化机制或窃取数据。"",
  ""predicted_next_ttps"": [""T1021"", ""T1078"", ""T1003"", ""T1059"", ""T1105""]
}",0,stop,deepseek-v4-flash,8fa6dfa1-7eb2-413b-8fa9-91f1d283a69f,,1,200,2087,,,540,256,284,152,8.30368e-05,2026-08-07T07:57:16.018117+00:00
formal:0088,attack_flow::Conti PWC::0001,attack_flow,Conti PWC,1,"[""attack_flow::Conti PWC::2a8b2d9c-c1cb-44e8-9c18-e146fdb28c3b""]","[""attack_flow::Conti PWC::803b8f27-1c9b-4d83-b155-b443b69672f8"",""attack_flow::Conti PWC::08dfcf4a-96c4-487e-8531-3ddd7fbb6e70"",""attack_flow::Conti PWC::823c7ef5-0569-4678-a773-4f465690998c""]",e6caad6255b16fad5af24b4b79a503cd8f9b82c2d48f0b346d04072bea44d2a3,0,0,True,ok,True,True,True,False,True,攻击者处于初始访问阶段，已通过钓鱼邮件投递恶意Excel文件。,具备制作和投递恶意附件的能力，可能利用社会工程学诱导用户打开。,下一步可能尝试诱导用户启用宏或点击链接，以执行恶意代码，建立初始立足点。,"[""T1204"",""T1059"",""T1105"",""T1547"",""T1078""]","{
  ""stage_assessment"": ""攻击者处于初始访问阶段，已通过钓鱼邮件投递恶意Excel文件。"",
  ""observed_capabilities"": ""具备制作和投递恶意附件的能力，可能利用社会工程学诱导用户打开。"",
  ""likely_next_intents"": ""下一步可能尝试诱导用户启用宏或点击链接，以执行恶意代码，建立初始立足点。"",
  ""predicted_next_ttps"": [""T1204"", ""T1059"", ""T1105"", ""T1547"", ""T1078""]
}",0,stop,deepseek-v4-flash,fc48e77f-c3a0-4939-b8d2-7b5573168417,,1,200,1932,,,403,256,147,118,5.433680000000001e-05,2026-08-07T07:57:15.876543+00:00
formal:0089,attack_flow::Conti PWC::0002,attack_flow,Conti PWC,2,"[""attack_flow::Conti PWC::2a8b2d9c-c1cb-44e8-9c18-e146fdb28c3b"",""attack_flow::Conti PWC::803b8f27-1c9b-4d83-b155-b443b69672f8""]","[""attack_flow::Conti PWC::08dfcf4a-96c4-487e-8531-3ddd7fbb6e70"",""attack_flow::Conti PWC::823c7ef5-0569-4678-a773-4f465690998c""]",caf92334ffbc920259d44b8b4fb780d47a31212a4a97d54569e13f88e434564b,0,0,True,ok,True,True,True,False,True,攻击者已成功通过钓鱼邮件诱导用户执行恶意文件，获得初始访问权限，处于攻击链的早期阶段。,具备通过钓鱼邮件投递恶意附件并诱导用户执行的能力，已实现初始访问。,攻击者可能进一步建立持久性、提升权限、进行侦察或横向移动，以扩大控制范围。,"[""T1059"",""T1078"",""T1021"",""T1003"",""T1105""]","{
  ""stage_assessment"": ""攻击者已成功通过钓鱼邮件诱导用户执行恶意文件，获得初始访问权限，处于攻击链的早期阶段。"",
  ""observed_capabilities"": ""具备通过钓鱼邮件投递恶意附件并诱导用户执行的能力，已实现初始访问。"",
  ""likely_next_intents"": ""攻击者可能进一步建立持久性、提升权限、进行侦察或横向移动，以扩大控制范围。"",
  ""predicted_next_ttps"": [""T1059"", ""T1078"", ""T1021"", ""T1003"", ""T1105""]
}",0,stop,deepseek-v4-flash,f7c1913f-ab66-4b07-b967-2e775f39bae5,,1,200,2275,,,438,256,182,128,6.20368e-05,2026-08-07T07:57:16.261245+00:00
formal:0090,attack_flow::Conti PWC::0003,attack_flow,Conti PWC,3,"[""attack_flow::Conti PWC::2a8b2d9c-c1cb-44e8-9c18-e146fdb28c3b"",""attack_flow::Conti PWC::803b8f27-1c9b-4d83-b155-b443b69672f8"",""attack_flow::Conti PWC::08dfcf4a-96c4-487e-8531-3ddd7fbb6e70""]","[""attack_flow::Conti PWC::823c7ef5-0569-4678-a773-4f465690998c""]",6ca8fa56fc44c74d971bc3330575cda48f59dcb194ea4c5fd05abcbcf73068f4,0,0,True,ok,True,True,True,False,True,攻击者已成功通过钓鱼邮件获取初始访问权限，并正在利用高权限账户进行资源开发，处于攻击的早期阶段。,能够制作并发送包含恶意附件的钓鱼邮件，诱导用户执行恶意文件，并具备获取和滥用高权限账户的能力。,攻击者可能利用已获取的权限进行横向移动、提升权限或建立持久化，以进一步控制环境。,"[""T1078"",""T1021"",""T1059"",""T1003"",""T1105""]","{
  ""stage_assessment"": ""攻击者已成功通过钓鱼邮件获取初始访问权限，并正在利用高权限账户进行资源开发，处于攻击的早期阶段。"",
  ""observed_capabilities"": ""能够制作并发送包含恶意附件的钓鱼邮件，诱导用户执行恶意文件，并具备获取和滥用高权限账户的能力。"",
  ""likely_next_intents"": ""攻击者可能利用已获取的权限进行横向移动、提升权限或建立持久化，以进一步控制环境。"",
  ""predicted_next_ttps"": [""T1078"", ""T1021"", ""T1059"", ""T1003"", ""T1105""]
}",0,stop,deepseek-v4-flash,558d2d24-2672-465b-beaa-e5cd0649d842,,1,200,2231,,,467,256,211,141,6.97368e-05,2026-08-07T07:57:16.272736+00:00
formal:0091,attack_flow::Conti Ransomware::0001,attack_flow,Conti Ransomware,1,"[""attack_flow::Conti Ransomware::63b4d51e-84a0-4dee-b22a-0ffaea346e33""]","[""attack_flow::Conti Ransomware::7a811b31-03be-481a-8344-1310218b0fd3"",""attack_flow::Conti Ransomware::8fbbfd31-5bde-4c5e-bfbd-4cd34a382694"",""attack_flow::Conti Ransomware::0cd8c60f-e89b-4cbf-ac17-2699a2c7f3b3""]",28a28d4c04c6bec6911324ef7a12c3207391a18dece2dd96195d7a2d5b948714,0,0,True,ok,True,True,True,False,True,攻击者处于初始访问阶段，已通过钓鱼邮件投递压缩包作为攻击载体。,具备实施钓鱼攻击并投递恶意附件的能力。,可能试图诱导用户执行附件内容，以获取初始访问权限，并可能进一步部署后续工具。,"[""T1204"",""T1059"",""T1105"",""T1547"",""T1078""]","{
  ""stage_assessment"": ""攻击者处于初始访问阶段，已通过钓鱼邮件投递压缩包作为攻击载体。"",
  ""observed_capabilities"": ""具备实施钓鱼攻击并投递恶意附件的能力。"",
  ""likely_next_intents"": ""可能试图诱导用户执行附件内容，以获取初始访问权限，并可能进一步部署后续工具。"",
  ""predicted_next_ttps"": [""T1204"", ""T1059"", ""T1105"", ""T1547"", ""T1078""]
}",0,stop,deepseek-v4-flash,df886bb4-ee41-40c1-8d30-254eeb3f95aa,,1,200,1754,,,409,256,153,113,5.377680000000001e-05,2026-08-07T07:57:16.536838+00:00
formal:0092,attack_flow::Conti Ransomware::0002,attack_flow,Conti Ransomware,2,"[""attack_flow::Conti Ransomware::63b4d51e-84a0-4dee-b22a-0ffaea346e33"",""attack_flow::Conti Ransomware::7a811b31-03be-481a-8344-1310218b0fd3""]","[""attack_flow::Conti Ransomware::8fbbfd31-5bde-4c5e-bfbd-4cd34a382694"",""attack_flow::Conti Ransomware::0cd8c60f-e89b-4cbf-ac17-2699a2c7f3b3"",""attack_flow::Conti Ransomware::fd17c242-ee9e-46e7-ae64-034a61b80260""]",3ae9c4e82481704bdaac8c9fb909f6965403713fba65c7bd14f33a273c67cdff,0,0,True,ok,True,True,True,False,True,攻击者处于初始访问和初步执行阶段，已通过钓鱼邮件投递包含恶意JavaScript的压缩包并成功执行。,具备通过钓鱼邮件投递恶意附件的能力，并能够利用JavaScript执行代码。,攻击者可能尝试建立持久化、提升权限、进行侦察或横向移动，以进一步控制受害系统。,"[""T1059"",""T1071"",""T1105"",""T1057"",""T1005""]","{
  ""stage_assessment"": ""攻击者处于初始访问和初步执行阶段，已通过钓鱼邮件投递包含恶意JavaScript的压缩包并成功执行。"",
  ""observed_capabilities"": ""具备通过钓鱼邮件投递恶意附件的能力，并能够利用JavaScript执行代码。"",
  ""likely_next_intents"": ""攻击者可能尝试建立持久化、提升权限、进行侦察或横向移动，以进一步控制受害系统。"",
  ""predicted_next_ttps"": [""T1059"", ""T1071"", ""T1105"", ""T1057"", ""T1005""]
}",0,stop,deepseek-v4-flash,1a50b063-562d-4bd6-85b4-432a7b40a8c2,,1,200,2340,,,439,256,183,128,6.21768e-05,2026-08-07T07:57:17.199012+00:00
formal:0093,attack_flow::Conti Ransomware::0003,attack_flow,Conti Ransomware,3,"[""attack_flow::Conti Ransomware::63b4d51e-84a0-4dee-b22a-0ffaea346e33"",""attack_flow::Conti Ransomware::7a811b31-03be-481a-8344-1310218b0fd3"",""attack_flow::Conti Ransomware::8fbbfd31-5bde-4c5e-bfbd-4cd34a382694""]","[""attack_flow::Conti Ransomware::0cd8c60f-e89b-4cbf-ac17-2699a2c7f3b3"",""attack_flow::Conti Ransomware::fd17c242-ee9e-46e7-ae64-034a61b80260"",""attack_flow::Conti Ransomware::c1c2e798-adba-4c7b-95ab-3afb8dd69c73""]",27f5bae6a6ff3c671cc0c2d4a7f2788e64d39a1522f1932814d39f572ce3db27,0,0,True,ok,True,True,True,False,True,攻击者已通过钓鱼邮件投递压缩包，执行其中的JavaScript并下载了IcedID恶意软件，目前处于初始访问和命令执行阶段，可能正在建立持久化或进行后续侦察。,具备通过钓鱼邮件投递恶意附件的能力，能够利用JavaScript执行代码，并能从远程下载恶意负载。,攻击者可能试图建立持久化、提升权限、进行内网侦察或横向移动，以进一步控制受害主机。,"[""T1059"",""T1105"",""T1547"",""T1055"",""T1021""]","{
  ""stage_assessment"": ""攻击者已通过钓鱼邮件投递压缩包，执行其中的JavaScript并下载了IcedID恶意软件，目前处于初始访问和命令执行阶段，可能正在建立持久化或进行后续侦察。"",
  ""observed_capabilities"": ""具备通过钓鱼邮件投递恶意附件的能力，能够利用JavaScript执行代码，并能从远程下载恶意负载。"",
  ""likely_next_intents"": ""攻击者可能试图建立持久化、提升权限、进行内网侦察或横向移动，以进一步控制受害主机。"",
  ""predicted_next_ttps"": [""T1059"", ""T1105"", ""T1547"", ""T1055"", ""T1021""]
}",0,stop,deepseek-v4-flash,64268090-4582-41e6-8f5d-cb232eba149b,,1,200,2692,,,468,256,212,152,7.29568e-05,2026-08-07T07:57:17.575012+00:00
formal:0094,attack_flow::Conti Ransomware::0004,attack_flow,Conti Ransomware,4,"[""attack_flow::Conti Ransomware::63b4d51e-84a0-4dee-b22a-0ffaea346e33"",""attack_flow::Conti Ransomware::7a811b31-03be-481a-8344-1310218b0fd3"",""attack_flow::Conti Ransomware::8fbbfd31-5bde-4c5e-bfbd-4cd34a382694"",""attack_flow::Conti Ransomware::0cd8c60f-e89b-4cbf-ac17-2699a2c7f3b3""]","[""attack_flow::Conti Ransomware::fd17c242-ee9e-46e7-ae64-034a61b80260"",""attack_flow::Conti Ransomware::c1c2e798-adba-4c7b-95ab-3afb8dd69c73"",""attack_flow::Conti Ransomware::eb41545a-feb2-4709-a184-3b76b4f11724""]",fcc4e79df332c6287bab06e08f9f98aa1c729ceed6ebd030aba05a21fff6e575,0,0,True,ok,True,True,True,False,True,攻击者已通过钓鱼邮件获取初始访问，执行了恶意脚本，下载并运行了IcedID木马，建立了C2通信，处于入侵的早期阶段。,能够通过钓鱼邮件投递恶意附件，执行JavaScript脚本，下载并执行恶意软件，使用rundll32.exe进行防御规避，并通过HTTPS进行C2通信。,攻击者可能继续执行侦察、横向移动、权限提升或数据收集等后续活动，以扩大控制范围并实现最终目标。,"[""T1059"",""T1105"",""T1218"",""T1021"",""T1003""]","{
  ""stage_assessment"": ""攻击者已通过钓鱼邮件获取初始访问，执行了恶意脚本，下载并运行了IcedID木马，建立了C2通信，处于入侵的早期阶段。"",
  ""observed_capabilities"": ""能够通过钓鱼邮件投递恶意附件，执行JavaScript脚本，下载并执行恶意软件，使用rundll32.exe进行防御规避，并通过HTTPS进行C2通信。"",
  ""likely_next_intents"": ""攻击者可能继续执行侦察、横向移动、权限提升或数据收集等后续活动，以扩大控制范围并实现最终目标。"",
  ""predicted_next_ttps"": [""T1059"", ""T1105"", ""T1218"", ""T1021"", ""T1003""]
}",0,stop,deepseek-v4-flash,72365c2e-200b-465e-be8f-42e0512c00c2,,1,200,2776,,,513,256,257,162,8.20568e-05,2026-08-07T07:57:17.677489+00:00
formal:0095,attack_flow::Conti Ransomware::0005,attack_flow,Conti Ransomware,5,"[""attack_flow::Conti Ransomware::63b4d51e-84a0-4dee-b22a-0ffaea346e33"",""attack_flow::Conti Ransomware::7a811b31-03be-481a-8344-1310218b0fd3"",""attack_flow::Conti Ransomware::8fbbfd31-5bde-4c5e-bfbd-4cd34a382694"",""attack_flow::Conti Ransomware::0cd8c60f-e89b-4cbf-ac17-2699a2c7f3b3"",""attack_flow::Conti Ransomware::fd17c242-ee9e-46e7-ae64-034a61b80260""]","[""attack_flow::Conti Ransomware::c1c2e798-adba-4c7b-95ab-3afb8dd69c73"",""attack_flow::Conti Ransomware::eb41545a-feb2-4709-a184-3b76b4f11724"",""attack_flow::Conti Ransomware::f8a23107-18ea-4ae8-a224-392fbd8ae25d""]",f102d418b89a9fa70c2a785182e8d00078709a44b824e7975b7152149cceb05b,0,0,True,ok,True,True,True,False,True,攻击者已通过钓鱼邮件获取初始访问，执行恶意代码，并建立持久化C2通道，当前处于命令与控制阶段，可能准备进行后续横向移动或数据窃取。,具备通过钓鱼邮件投递恶意附件的能力，能够执行JavaScript和rundll32加载恶意负载，并下载和执行额外的C2工具（如IcedID和Cobalt Strike Beacon）。,攻击者可能利用已建立的C2通道进行侦察、横向移动、权限提升或数据收集，以进一步控制环境并达成最终目标。,"[""T1059"",""T1105"",""T1218"",""T1021"",""T1003""]","{
  ""stage_assessment"": ""攻击者已通过钓鱼邮件获取初始访问，执行恶意代码，并建立持久化C2通道，当前处于命令与控制阶段，可能准备进行后续横向移动或数据窃取。"",
  ""observed_capabilities"": ""具备通过钓鱼邮件投递恶意附件的能力，能够执行JavaScript和rundll32加载恶意负载，并下载和执行额外的C2工具（如IcedID和Cobalt Strike Beacon）。"",
  ""likely_next_intents"": ""攻击者可能利用已建立的C2通道进行侦察、横向移动、权限提升或数据收集，以进一步控制环境并达成最终目标。"",
  ""predicted_next_ttps"": [""T1059"", ""T1105"", ""T1218"", ""T1021"", ""T1003""]
}",0,stop,deepseek-v4-flash,f21a3a5d-9c17-4440-9ab1-520719121ff1,,1,200,2999,,,543,256,287,170,8.84968e-05,2026-08-07T07:57:17.911529+00:00
formal:0096,attack_flow::Conti Ransomware::0006,attack_flow,Conti Ransomware,6,"[""attack_flow::Conti Ransomware::63b4d51e-84a0-4dee-b22a-0ffaea346e33"",""attack_flow::Conti Ransomware::7a811b31-03be-481a-8344-1310218b0fd3"",""attack_flow::Conti Ransomware::8fbbfd31-5bde-4c5e-bfbd-4cd34a382694"",""attack_flow::Conti Ransomware::0cd8c60f-e89b-4cbf-ac17-2699a2c7f3b3"",""attack_flow::Conti Ransomware::fd17c242-ee9e-46e7-ae64-034a61b80260"",""attack_flow::Conti Ransomware::c1c2e798-adba-4c7b-95ab-3afb8dd69c73""]","[""attack_flow::Conti Ransomware::eb41545a-feb2-4709-a184-3b76b4f11724"",""attack_flow::Conti Ransomware::f8a23107-18ea-4ae8-a224-392fbd8ae25d"",""attack_flow::Conti Ransomware::97fc06cc-cc3d-43a0-8b57-f7964c10bff3""]",aee8058a89c6fb498d5123f7185c83af3902a640d23db37276e69b25a2f86ff7,0,0,True,ok,True,True,True,False,True,攻击者已从初始访问阶段推进到执行、防御规避、命令与控制及发现阶段，目前处于入侵中期，可能正在为横向移动或数据收集做准备。,具备通过钓鱼邮件投递恶意压缩包的能力，能够执行JavaScript下载器，使用rundll32加载恶意软件，并部署Cobalt Strike Beacon进行远程控制，同时利用系统工具进行网络和主机发现。,攻击者可能正在收集凭据、枚举网络资源，并尝试横向移动以扩大访问范围，同时可能建立持久化机制。,"[""T1003"",""T1021"",""T1078"",""T1055"",""T1018""]","{
  ""stage_assessment"": ""攻击者已从初始访问阶段推进到执行、防御规避、命令与控制及发现阶段，目前处于入侵中期，可能正在为横向移动或数据收集做准备。"",
  ""observed_capabilities"": ""具备通过钓鱼邮件投递恶意压缩包的能力，能够执行JavaScript下载器，使用rundll32加载恶意软件，并部署Cobalt Strike Beacon进行远程控制，同时利用系统工具进行网络和主机发现。"",
  ""likely_next_intents"": ""攻击者可能正在收集凭据、枚举网络资源，并尝试横向移动以扩大访问范围，同时可能建立持久化机制。"",
  ""predicted_next_ttps"": [""T1003"", ""T1021"", ""T1078"", ""T1055"", ""T1018""]
}",0,stop,deepseek-v4-flash,86934d39-e047-46a2-9fc7-73187852dbb8,,1,200,2864,,,582,256,326,170,9.395680000000002e-05,2026-08-07T07:57:17.837205+00:00
formal:0097,attack_flow::Conti Ransomware::0007,attack_flow,Conti Ransomware,7,"[""attack_flow::Conti Ransomware::63b4d51e-84a0-4dee-b22a-0ffaea346e33"",""attack_flow::Conti Ransomware::7a811b31-03be-481a-8344-1310218b0fd3"",""attack_flow::Conti Ransomware::8fbbfd31-5bde-4c5e-bfbd-4cd34a382694"",""attack_flow::Conti Ransomware::0cd8c60f-e89b-4cbf-ac17-2699a2c7f3b3"",""attack_flow::Conti Ransomware::fd17c242-ee9e-46e7-ae64-034a61b80260"",""attack_flow::Conti Ransomware::c1c2e798-adba-4c7b-95ab-3afb8dd69c73"",""attack_flow::Conti Ransomware::eb41545a-feb2-4709-a184-3b76b4f11724""]","[""attack_flow::Conti Ransomware::f8a23107-18ea-4ae8-a224-392fbd8ae25d"",""attack_flow::Conti Ransomware::97fc06cc-cc3d-43a0-8b57-f7964c10bff3"",""attack_flow::Conti Ransomware::809a956f-52ae-4d56-af4c-0504543dacd7""]",cf9c1642577654ca9faced052c1dbfa485450d2da11de41ebfc850b08a97e4e9,0,0,True,ok,True,True,True,False,True,攻击者已从初始访问阶段推进到执行、命令与控制、防御规避、发现和权限提升阶段，目前处于入侵的中期，可能正在为横向移动或数据收集做准备。,攻击者具备通过钓鱼邮件投递恶意附件的能力，能够执行脚本（如JavaScript）下载并运行恶意软件（如IcedID和Cobalt Strike），利用系统工具进行发现活动，并通过命名管道模拟提升至SYSTEM权限。,攻击者可能继续利用现有工具进行内网侦察，尝试横向移动以获取更多主机控制权，并可能收集凭据或敏感数据，同时保持持久性和规避检测。,"[""T1021"",""T1003"",""T1078"",""T1055"",""T1082""]","{
  ""stage_assessment"": ""攻击者已从初始访问阶段推进到执行、命令与控制、防御规避、发现和权限提升阶段，目前处于入侵的中期，可能正在为横向移动或数据收集做准备。"",
  ""observed_capabilities"": ""攻击者具备通过钓鱼邮件投递恶意附件的能力，能够执行脚本（如JavaScript）下载并运行恶意软件（如IcedID和Cobalt Strike），利用系统工具进行发现活动，并通过命名管道模拟提升至SYSTEM权限。"",
  ""likely_next_intents"": ""攻击者可能继续利用现有工具进行内网侦察，尝试横向移动以获取更多主机控制权，并可能收集凭据或敏感数据，同时保持持久性和规避检测。"",
  ""predicted_next_ttps"": [""T1021"", ""T1003"", ""T1078"", ""T1055"", ""T1082""]
}",0,stop,deepseek-v4-flash,c227b840-655d-46cc-b432-840e874cca5a,,1,200,2760,,,633,256,377,190,0.00010669680000000001,2026-08-07T07:57:17.867389+00:00
formal:0098,attack_flow::Conti Ransomware::0008,attack_flow,Conti Ransomware,8,"[""attack_flow::Conti Ransomware::63b4d51e-84a0-4dee-b22a-0ffaea346e33"",""attack_flow::Conti Ransomware::7a811b31-03be-481a-8344-1310218b0fd3"",""attack_flow::Conti Ransomware::8fbbfd31-5bde-4c5e-bfbd-4cd34a382694"",""attack_flow::Conti Ransomware::0cd8c60f-e89b-4cbf-ac17-2699a2c7f3b3"",""attack_flow::Conti Ransomware::fd17c242-ee9e-46e7-ae64-034a61b80260"",""attack_flow::Conti Ransomware::c1c2e798-adba-4c7b-95ab-3afb8dd69c73"",""attack_flow::Conti Ransomware::eb41545a-feb2-4709-a184-3b76b4f11724"",""attack_flow::Conti Ransomware::f8a23107-18ea-4ae8-a224-392fbd8ae25d""]","[""attack_flow::Conti Ransomware::97fc06cc-cc3d-43a0-8b57-f7964c10bff3"",""attack_flow::Conti Ransomware::809a956f-52ae-4d56-af4c-0504543dacd7"",""attack_flow::Conti Ransomware::94ac64c0-2ced-4a0a-b756-d0e27aa5c1dd""]",5206a9ad5d91869dcc3ed1d4125589aa250507d24fc2a0ab7b3f4ae3c11bd092,0,0,True,ok,True,True,True,False,True,攻击者已从初始访问阶段推进到横向移动阶段，目前可能已控制域控制器，处于内网渗透后期。,具备通过钓鱼邮件投递恶意附件的能力，能执行脚本下载并运行恶意软件，利用系统工具进行发现活动，通过命名管道模拟提升权限，并利用SMB进行横向移动。,攻击者可能进一步收集域内凭据、建立持久化、扩大控制范围或进行数据窃取。,"[""T1003"",""T1078"",""T1053"",""T1098"",""T1047""]","{
  ""stage_assessment"": ""攻击者已从初始访问阶段推进到横向移动阶段，目前可能已控制域控制器，处于内网渗透后期。"",
  ""observed_capabilities"": ""具备通过钓鱼邮件投递恶意附件的能力，能执行脚本下载并运行恶意软件，利用系统工具进行发现活动，通过命名管道模拟提升权限，并利用SMB进行横向移动。"",
  ""likely_next_intents"": ""攻击者可能进一步收集域内凭据、建立持久化、扩大控制范围或进行数据窃取。"",
  ""predicted_next_ttps"": [""T1003"", ""T1078"", ""T1053"", ""T1098"", ""T1047""]
}",0,stop,deepseek-v4-flash,70097432-3fdd-4b03-ad8f-5298e09d8d3f,,1,200,2634,,,680,256,424,152,0.00010263680000000001,2026-08-07T07:57:17.792078+00:00
