source,campaign_id,prefix_len,prefix,true_label,llm_thinking_process,predicted_next_ttps,raw_output,generation_status,has_reasoning,valid_reasoning,schema_valid,schema_error,valid_top5,three_sections_present,sections_nonempty,finish_reason,model_returned,completion_id,system_fingerprint,request_id,reasoning_content_len,attempt,latency_ms,http_status,error_type,error_message,kg_snippet_ids,kg_chars_before,kg_chars_after,kg_empty_reason,generated_at,input_tokens,output_tokens,prompt_cache_hit_tokens,prompt_cache_miss_tokens,estimated_cost_usd
attack_flow,Gootloader,4,"[""T1584"",""T1189"",""T1204"",""T1059""]",T1112,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,472,402,unknown_error,Insufficient Balance,"[""relationship::relationship--00561c3c-345e-4578-95c3-b7e0a95db7b1"", ""relationship::relationship--0068ee65-0945-4f69-ba81-163ffbc05e53"", ""relationship::relationship--0077d777-1e32-4b34-ab12-461b34110ffe"", ""relationship::relationship--00fb61de-33f5-4e85-aca3-8e4016aa0bf8""]",1210,680,,2026-08-06T08:00:01.978097+00:00,0,0,0,0,0.0
attack_flow,Maastricht University Ransomware,2,"[""T1566"",""T1204""]",T1059,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,1316,402,unknown_error,Insufficient Balance,"[""relationship::relationship--00561c3c-345e-4578-95c3-b7e0a95db7b1"", ""relationship::relationship--01455ab2-2769-4eab-9df2-e7e5f707e7c6"", ""relationship::relationship--0160acb0-db44-4076-acc6-74c872d5aa08""]",1162,697,,2026-08-06T08:00:02.822968+00:00,0,0,0,0,0.0
attack_flow,Mac Malware Steals Crypto,3,"[""T1059"",""T1211"",""T1105""]",T1059,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,1253,402,unknown_error,Insufficient Balance,"[""relationship::relationship--ce7b27ac-fff6-4d3c-bceb-50c16f462552"", ""relationship::relationship--0068ee65-0945-4f69-ba81-163ffbc05e53"", ""relationship::relationship--0077d777-1e32-4b34-ab12-461b34110ffe"", ""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de""]",1319,695,,2026-08-06T08:00:02.760483+00:00,0,0,0,0,0.0
attack_flow,Hancitor DLL,9,"[""T1566"",""T1204"",""T1059"",""T1218"",""T1105"",""T1055"",""T1087"",""T1105"",""T1497""]",T1218,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,1018,402,unknown_error,Insufficient Balance,"[""relationship::relationship--00701b4a-9eab-41cc-9c09-f904a9799201"", ""relationship::relationship--00de3cf9-73c4-4b04-a074-a5d73e9b61de"", ""relationship::relationship--0109ee05-c2a9-4dcf-80d1-f859500c97c9""]",1271,693,,2026-08-06T08:00:02.526333+00:00,0,0,0,0,0.0
attack_flow,JP Morgan Breach,7,"[""T1566"",""T1056"",""T1190"",""T1068"",""T1056"",""T1030"",""T1090""]",T1090,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,483,402,unknown_error,Insufficient Balance,"[""relationship::relationship--0023f0a7-26ae-40ec-ac6e-9dacf5217fb9"", ""relationship::relationship--017d597b-2268-4760-baf0-0cee23906965"", ""relationship::relationship--01e4bf9a-3d9c-4381-aa9c-cca73376c771""]",1332,694,,2026-08-06T08:00:01.993655+00:00,0,0,0,0,0.0
attack_flow,FIN13 Case 2,6,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003"",""T1595""]",T1003,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,1508,402,unknown_error,Insufficient Balance,"[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f"", ""relationship::relationship--01e22d76-e2ee-407a-834f-e3428df142ba""]",1263,695,,2026-08-06T08:00:03.019298+00:00,0,0,0,0,0.0
attack_flow,Muddy Water,7,"[""T1566"",""T1204"",""T1204"",""T1059"",""T1547"",""T1059"",""T1059""]",T1105,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,906,402,unknown_error,Insufficient Balance,"[""relationship::relationship--0068ee65-0945-4f69-ba81-163ffbc05e53"", ""relationship::relationship--0077d777-1e32-4b34-ab12-461b34110ffe"", ""relationship::relationship--00fb61de-33f5-4e85-aca3-8e4016aa0bf8"", ""relationship::relationship--00fe415d-9364-4d03-95ee-f1413d996c30""]",1175,665,,2026-08-06T08:00:02.418672+00:00,0,0,0,0,0.0
attack_flow,WhisperGate,12,"[""T1078"",""T1105"",""T1542"",""T1059"",""T1105"",""T1027"",""T1027"",""T1059"",""T1562"",""T1140"",""T1027"",""T1059""]",T1055,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,1319,402,unknown_error,Insufficient Balance,"[""relationship::relationship--7bb7b19e-83dc-4095-83b5-f647bf5f2800"", ""relationship::relationship--bdd9a384-2d57-4238-bddd-5500e667d620"", ""relationship::relationship--0051db4d-9eb9-4b22-93a5-b6593176da75"", ""relationship::relationship--0057843b-ebe3-43f9-9ae0-90c8bdc802fc""]",1367,696,,2026-08-06T08:00:02.832290+00:00,0,0,0,0,0.0
attack_flow,Conti Ransomware,13,"[""T1566"",""T1059"",""T1105"",""T1218"",""T1105"",""T1033"",""T1134"",""T1021"",""T1046"",""T1021"",""T1021"",""T1021"",""T1087""]",T1484,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,516,402,unknown_error,Insufficient Balance,"[""relationship::relationship--00789efc-c0c5-4bc2-96ad-9f893bf9c06d"", ""relationship::relationship--046310ee-386b-4ed6-a623-6436341b8b8c"", ""relationship::relationship--04878c23-0ba8-4893-acd7-f0594241b66f""]",1189,699,,2026-08-06T08:00:02.029484+00:00,0,0,0,0,0.0
attack_flow,SolarWinds,17,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047"",""T1070"",""T1562"",""T1082"",""T1005""]",T1567,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,1072,402,unknown_error,Insufficient Balance,"[""relationship::relationship--002c9202-d7a0-4181-b912-42f7d6d38339"", ""relationship::relationship--005cbf7d-9d0b-443b-91db-7b148a1eb55b"", ""relationship::relationship--011286cc-53bc-4910-bf38-79f1d79fc707""]",1230,697,,2026-08-06T08:00:02.586550+00:00,0,0,0,0,0.0
stockpile,de07f52d-9928-4071-9142-cb1d3bd851e8,2,"[""T1005"",""T1033""]",T1087,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,501,402,unknown_error,Insufficient Balance,"[""relationship::relationship--00ce5c68-cb85-46d1-a6ba-7b2b767b0f09"", ""relationship::relationship--00e25bca-7df1-464e-94a4-cc13124e1d0c"", ""relationship::relationship--01c6d850-03c2-4ed0-ba1d-cf2cc9062106""]",1413,699,,2026-08-06T08:00:02.016957+00:00,0,0,0,0,0.0
stockpile,c220a8e6-609c-4d5b-9e1c-068ca01c2eec,1,"[""T1082""]",T1018,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,1062,402,unknown_error,Insufficient Balance,"[""relationship::relationship--002c9202-d7a0-4181-b912-42f7d6d38339"", ""relationship::relationship--005cbf7d-9d0b-443b-91db-7b148a1eb55b"", ""relationship::relationship--011286cc-53bc-4910-bf38-79f1d79fc707""]",1230,697,,2026-08-06T08:00:02.578692+00:00,0,0,0,0,0.0
stockpile,e4324b88-8836-4803-b6b7-09b3c6cd4e94,1,"[""T1120""]",T1083,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,882,402,unknown_error,Insufficient Balance,"[""relationship::relationship--0225c7c8-db18-469d-a1aa-566900e297a7"", ""relationship::relationship--062ebca3-abf7-449a-ad84-f04a3cada4dd"", ""relationship::relationship--0882cca9-ed77-4c71-85e4-78988d79236f""]",1195,699,,2026-08-06T08:00:02.399987+00:00,0,0,0,0,0.0
stockpile,0b73bf34-fc5b-48f7-9194-dce993b915b1,4,"[""T1070"",""T1033"",""T1018"",""T1016""]",T1016,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,1381,402,unknown_error,Insufficient Balance,"[""relationship::relationship--00038d0e-7fc7-41c3-9055-edb4d87ea912"", ""relationship::relationship--001ecf24-8276-40d2-ba05-2d20e5c53ec9"", ""relationship::relationship--00ce5c68-cb85-46d1-a6ba-7b2b767b0f09""]",1221,695,,2026-08-06T08:00:02.899429+00:00,0,0,0,0,0.0
stockpile,d6ea4c1e-7959-4eb1-a292-b6fd2b06c73e,3,"[""T1047"",""T1057"",""T1057""]",T1518,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,1113,402,unknown_error,Insufficient Balance,"[""relationship::relationship--01f98d14-77b9-439f-8b44-920fcaca2b2b"", ""relationship::relationship--057815bb-550c-4e00-bfdb-c7e4bf6461cb"", ""relationship::relationship--058c67f3-9345-42be-a433-a4cea314d26d"", ""relationship::relationship--06f0aaf3-c2ff-4d54-8279-2e7f66b5d819""]",1355,697,,2026-08-06T08:00:02.632116+00:00,0,0,0,0,0.0
stockpile,ddbd1850-5fd7-41d5-a7a1-1b15dac49090,4,"[""T1018"",""T1018"",""T1135"",""T1021""]",T1021,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,1350,402,unknown_error,Insufficient Balance,"[""relationship::relationship--003eed51-a560-44f1-9149-5a11bdaebe6f"", ""relationship::relationship--00789efc-c0c5-4bc2-96ad-9f893bf9c06d"", ""relationship::relationship--01b94982-fedb-4469-adf1-7f2a2a9069ea""]",1205,693,,2026-08-06T08:00:02.870527+00:00,0,0,0,0,0.0
stockpile,c724545d-a4cc-492e-8075-2ab9a699c847,3,"[""T1548"",""T1548"",""T1548""]",T1548,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,1069,402,unknown_error,Insufficient Balance,"[""relationship::relationship--00991be5-e2c2-4645-b743-e9e4af3d38b9"", ""relationship::relationship--054a22c3-f0ee-476a-b0cb-e3277c755032"", ""relationship::relationship--0d0b4507-b600-41f1-be98-03909e5d99cf""]",1237,694,,2026-08-06T08:00:02.590385+00:00,0,0,0,0,0.0
stockpile,564ae20d-778d-4965-93dc-b523be2e2ab4,12,"[""T1113"",""T1115"",""T1217"",""T1496"",""T1074"",""T1005"",""T1074"",""T1560"",""T1041"",""T1005"",""T1518"",""T1016""]",T1016,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,1362,402,unknown_error,Insufficient Balance,"[""relationship::relationship--00038d0e-7fc7-41c3-9055-edb4d87ea912"", ""relationship::relationship--001ecf24-8276-40d2-ba05-2d20e5c53ec9"", ""relationship::relationship--012617bd-bdb5-434f-996c-bea7afe1b8a5""]",1229,699,,2026-08-06T08:00:02.884469+00:00,0,0,0,0,0.0
stockpile,50855e29-3b4e-4562-aa55-b3d7f93c26b8,8,"[""T1018"",""T1003"",""T1016"",""T1069"",""T1069"",""T1016"",""T1021"",""T1021""]",T1047,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,1161,402,unknown_error,Insufficient Balance,"[""relationship::relationship--00789efc-c0c5-4bc2-96ad-9f893bf9c06d"", ""relationship::relationship--046310ee-386b-4ed6-a623-6436341b8b8c"", ""relationship::relationship--04878c23-0ba8-4893-acd7-f0594241b66f""]",1189,699,,2026-08-06T08:00:02.683817+00:00,0,0,0,0,0.0
stockpile,78e7504d-968f-477d-8806-4d6c04b94431,9,"[""T1005"",""T1552"",""T1135"",""T1018"",""T1003"",""T1018"",""T1018"",""T1021"",""T1021""]",T1570,,[],"{""error"":{""message"":""Insufficient Balance"",""type"":""unknown_error"",""param"":null,""code"":""invalid_request_error""}}",api_error,False,False,False,,False,False,False,,,,,,0,1,1234,402,unknown_error,Insufficient Balance,"[""relationship::relationship--00789efc-c0c5-4bc2-96ad-9f893bf9c06d"", ""relationship::relationship--046310ee-386b-4ed6-a623-6436341b8b8c"", ""relationship::relationship--04878c23-0ba8-4893-acd7-f0594241b66f""]",1189,699,,2026-08-06T08:00:02.757727+00:00,0,0,0,0,0.0
