review_id,generation_status,prefix,kg_context,kg_snippet_ids,reasoning_or_raw_output,predicted_next_ttps,reviewer_id,tactic_judgment,tactic_reason,asset_or_permission_unsupported,asset_permission_reason,kg_traceable,kg_traceability_reason,candidate_1_unsupported,candidate_2_unsupported,candidate_3_unsupported,candidate_4_unsupported,candidate_5_unsupported,candidate_reason
R11,ok,"[""T1105"",""T1505"",""T1033"",""T1082"",""T1083"",""T1003"",""T1105"",""T1548"",""T1053"",""T1543""]",GoldMax uses Scheduled Task | Target ATT&CK ID: T1053.005 | [GoldMax](https://attack.mitre.org/software/S0588) has used scheduled tasks to maintain persistence.(Citation: MSTIC NOBELIUM Mar 2021) ; Cobalt Strike uses Sudo and Sudo Caching | Target ATT&CK ID: T1548.003 | [Cobalt Strike](https://attack.mitre.org/software/S0154) can use <code>sudo</code> to run a command.(Citation: Cobalt Strike Manual 4.3 November 2020) ; NightClub uses Windows Service | Target ATT&CK ID: T1543.003 | [NightClub](https://attack.mitre.org/software/S1090) has created a Windows service named `WmdmPmSp` to establish persistence.(Citation: MoustachedBouncer ESET August 2023) ; Industroyer uses Windows Service | ...,"[""relationship::relationship--005b6fd1-be80-424b-b6df-2ff88d390b1b"", ""relationship::relationship--00991be5-e2c2-4645-b743-e9e4af3d38b9"", ""relationship::relationship--01b95067-ba65-48c2-8d2c-342e13007cc8"", ""relationship::relationship--02af155a-ed26-4807-99c5-f88477a6e143""]","[战术阶段评估] 前缀最后两步为 T1053（计划任务）和 T1543（创建或修改系统进程），均属于持久化战术阶段。攻击者正在建立持久化机制，可能通过计划任务或服务实现。
[已获资产推演] 前缀包含 T1105（工具传输）、T1003（凭证转储）、T1548（权限提升）等，表明攻击者已获得初始访问权限，可能已提升至管理员或 SYSTEM 权限，并拥有工具和凭证。
[意图图谱映射] 结合 KG Context，T1053 和 T1543 常用于持久化，且与 GoldMax、NightClub 等恶意软件相关。攻击者可能已建立持久化，下一步可能转向横向移动、凭证访问或数据收集。基于常见攻击流程，后续可能利用计划任务或服务执行命令、收集系统信息、横向移动或进一步窃取凭证。
[预测] 基于以上分析，下一步可能包括：T1059（命令和脚本解释器）执行命令、T1033（系统所有者/用户发现）收集用户信息、T1082（系统信息发现）收集系统信息、T1021（远程服务）进行横向移动、T1003（OS 凭证转储）进一步窃取凭证。","[""T1059"", ""T1033"", ""T1082"", ""T1021"", ""T1003""]",,,,,,,,,,,,,
R12,ok,"[""T1566"",""T1204"",""T1069"",""T1059"",""T1574"",""T1105"",""T1112"",""T1033"",""T1110"",""T1070"",""T1570"",""T1053"",""T1069"",""T1018"",""T1003"",""T1105"",""T1550"",""T1070"",""T1056"",""T1070"",""T1105"",""T1021"",""T1105"",""T1021"",""T1070"",""T1205""]","TDTESS uses File Deletion | Target ATT&CK ID: T1070.004 | [TDTESS](https://attack.mitre.org/software/S0164) creates then deletes log files during installation of itself as a service.(Citation: ClearSky Wilted Tulip July 2017) ; Conti uses SMB/Windows Admin Shares | Target ATT&CK ID: T1021.002 | [Conti](https://attack.mitre.org/software/S0575) can spread via SMB and encrypts files on different hosts, potentially compromising an entire network.(Citation: Cybereason Conti Jan ... ; LightNeuron uses File Deletion | Target ATT&CK ID: T1070.004 | [LightNeuron](https://attack.mitre.org/software/S0395) has a function to delete files.(Citation: ESET LightNeuron May 2019) ; ROADSWEEP uses File ...","[""relationship::relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f"", ""relationship::relationship--00789efc-c0c5-4bc2-96ad-9f893bf9c06d"", ""relationship::relationship--01b13af3-d241-47ed-b351-e83604c0d92f"", ""relationship::relationship--01dc7e85-da23-4a0b-937e-a7a6e83c7f53""]","[战术阶段评估]前缀最后两步为T1070（防御规避-文件删除）和T1205（防御规避-通信规避）。攻击者正在清理痕迹并设置隐蔽通信通道，处于防御规避和持久化/命令控制的过渡阶段。
[已获资产推演]前缀包含T1003（凭证转储）、T1110（暴力破解）、T1550（传递哈希），表明攻击者已获取域凭据或哈希，并可能通过T1021（远程服务）横向移动。同时T1053（计划任务）和T1105（工具传输）显示已建立持久化机制和工具部署。
[意图图谱映射]T1070删除日志和T1205设置隐蔽通道，结合KG中T1070.004（文件删除）和T1021.002（SMB横向移动），攻击者可能在横向移动后清理痕迹，并准备通过隐蔽通道进行数据渗出或维持持久控制。下一步可能利用已获凭据进行更多横向移动、提升权限或建立更隐蔽的持久化。","[""T1021"", ""T1078"", ""T1053"", ""T1003"", ""T1105""]",,,,,,,,,,,,,
R13,ok,"[""T1105"",""T1135"",""T1018"",""T1046"",""T1016"",""T1003"",""T1569"",""T1560"",""T1074"",""T1537"",""T1047""]",Sardonic uses Windows Management Instrumentation | Target ATT&CK ID: T1047 | [Sardonic](https://attack.mitre.org/software/S1085) can use WMI to execute PowerShell commands on a compromised machine.(Citation: Bitdefender Sardonic Aug 2021) ; Meteor uses Windows Management Instrumentation | Target ATT&CK ID: T1047 | [Meteor](https://attack.mitre.org/software/S0688) can use `wmic.exe` as part of its effort to delete shadow copies.(Citation: Check Point Meteor Aug 2021) ; Cinnamon Tempest uses Windows Management Instrumentation | Target ATT&CK ID: T1047 | [Cinnamon Tempest](https://attack.mitre.org/groups/G1021) has used [Impacket](https://attack.mitre.org/software/S0357) for lateral ...,"[""relationship::relationship--01000868-19de-44dd-bea5-ad30dae460ad"", ""relationship::relationship--0182aa0a-a8b9-4a6e-9932-88f34f8ceee3"", ""relationship::relationship--01eddb48-5116-494c-9d1c-2ace79b28530""]","[战术阶段评估] 前缀最后两步为 T1537（数据从备份系统转移）和 T1047（WMI 执行）。T1537 属于收集/渗漏阶段，表明攻击者已获取敏感数据并准备外传；T1047 属于执行/横向移动，表明攻击者正利用 WMI 在远程主机上执行命令。整体处于收集数据后的横向移动与渗漏准备阶段。
[已获资产推演] 前缀包含 T1003（凭证转储）、T1016（网络配置发现）、T1018（远程系统发现）、T1046（网络服务扫描）、T1135（网络共享发现），表明攻击者已获得域内凭证、网络拓扑、共享资源及远程主机信息，具备横向移动和进一步渗透的资产基础。
[意图图谱映射] T1537 表明数据已从备份系统转移，可能已收集关键数据；T1047 表明攻击者正通过 WMI 在远程主机执行命令，可能用于部署持久化、执行后续攻击或清理痕迹。结合 KG 上下文，WMI 常用于执行 PowerShell 命令，因此下一步可能利用 WMI 进行命令执行、横向移动、持久化或数据渗漏。
[预测] 基于当前阶段，攻击者可能继续利用 WMI 进行横向移动（T1021）、执行 PowerShell 脚本（T1059）、创建计划任务（T1053）、获取更多凭证（T1003）或通过远程服务渗漏数据（T1041）。","[""T1021"", ""T1059"", ""T1053"", ""T1003"", ""T1041""]",,,,,,,,,,,,,
R14,ok,"[""T1113"",""T1059"",""T1057"",""T1003"",""T1570""]",Indrik Spider uses LSASS Memory | Target ATT&CK ID: T1003.001 | [Indrik Spider](https://attack.mitre.org/groups/G0119) used [Cobalt Strike](https://attack.mitre.org/software/S0154) to carry out credential dumping using ProcDump.(Citation: Symantec ... ; Daggerfly uses Security Account Manager | Target ATT&CK ID: T1003.002 | [Daggerfly](https://attack.mitre.org/groups/G1034) used [Reg](https://attack.mitre.org/software/S0075) to dump the Security Account Manager (SAM) hive from victim machines for ... ; APT28 uses NTDS | Target ATT&CK ID: T1003.003 | [APT28](https://attack.mitre.org/groups/G0007) has used the ntdsutil.exe utility to export the Active Directory database for credential ...,"[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f"", ""relationship::relationship--01e22d76-e2ee-407a-834f-e3428df142ba""]","[战术阶段评估] 前缀最后两步为 T1003（凭证获取）和 T1570（横向工具转移）。T1003 属于 Credential Access 阶段，T1570 属于 Lateral Movement 阶段。攻击者已从初始侦察（T1113）和命令执行（T1059）推进到系统信息发现（T1057），随后获取凭证并开始横向移动工具转移，表明攻击已进入中后期，正在为扩大访问范围做准备。
[已获资产推演] 通过 T1003 的多种子技术（LSASS、SAM、NTDS），攻击者可能已获取本地管理员或域账户的哈希或明文凭证，结合 T1057 的系统信息，可能掌握了目标网络中的主机列表、操作系统版本和潜在的高价值目标。T1570 表明攻击者已拥有至少一个受控主机，并具备向其他主机传输工具的能力。
[意图图谱映射] 结合 KG Context，攻击者可能利用获取的凭证进行横向移动（如通过 SMB/PsExec 或 RDP），或进一步收集域环境信息（如域控制器访问）。T1570 后常见操作包括使用远程服务执行命令（T1021）、创建计划任务或服务（T1053/T1543）、或直接使用凭证进行身份验证（T1078）。此外，攻击者可能继续提升权限（T1068）或建立持久化（T1136/T1505）。基于攻击者已获取凭证和工具转移，下一步最可能聚焦于横向移动、远程执行和持久化。","[""T1021"", ""T1078"", ""T1053"", ""T1543"", ""T1068""]",,,,,,,,,,,,,
R15,ok,"[""T1566"",""T1204""]",FIN7 uses Malicious Link | Target ATT&CK ID: T1204.001 | [FIN7](https://attack.mitre.org/groups/G0046) has used malicious links to lure victims into downloading malware.(Citation: CrowdStrike Carbon Spider August 2021) ; BlackTech uses Spearphishing Link | Target ATT&CK ID: T1566.002 | [BlackTech](https://attack.mitre.org/groups/G0098) has used spearphishing e-mails with links to cloud services to deliver malware.(Citation: TrendMicro BlackTech June 2017) ; Kerrdown uses Spearphishing Link | Target ATT&CK ID: T1566.002 | [Kerrdown](https://attack.mitre.org/software/S0585) has been distributed via e-mails containing a malicious link.(Citation: Amnesty Intl. Ocean Lotus February 2021) ; ...,"[""relationship::relationship--00561c3c-345e-4578-95c3-b7e0a95db7b1"", ""relationship::relationship--01455ab2-2769-4eab-9df2-e7e5f707e7c6"", ""relationship::relationship--0160acb0-db44-4076-acc6-74c872d5aa08""]","[战术阶段评估] 前缀序列 T1566（网络钓鱼）和 T1204（用户执行）表明攻击者处于初始访问阶段，通过钓鱼邮件诱导用户点击恶意链接或执行恶意内容，已成功获得初始立足点。最后两步 T1566 和 T1204 分别对应初始访问和用户执行，攻击者已实现代码执行。
[已获资产推演] 攻击者已获得目标用户环境中的初始执行权限，可能已下载并运行恶意载荷，具备在受害者机器上执行任意命令的能力。但尚未获得提升的权限或横向移动能力，资产级别为单机用户权限。
[意图图谱映射] 结合 KG Context，攻击者（如 FIN7、BlackTech）常利用钓鱼链接传递恶意软件，后续通常需要建立持久化、命令与控制通道，并可能进行侦察或收集凭据。因此，下一步可能涉及执行恶意脚本（T1059）、创建计划任务或注册表运行键（T1053/T1547）、建立 C2 通道（T1071/T1105）、收集凭据（T1003）或利用系统服务进行横向移动（T1021）。","[""T1059"", ""T1053"", ""T1547"", ""T1071"", ""T1105""]",,,,,,,,,,,,,
R16,ok,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003"",""T1595""]",Indrik Spider uses LSASS Memory | Target ATT&CK ID: T1003.001 | [Indrik Spider](https://attack.mitre.org/groups/G0119) used [Cobalt Strike](https://attack.mitre.org/software/S0154) to carry out credential dumping using ProcDump.(Citation: Symantec ... ; Daggerfly uses Security Account Manager | Target ATT&CK ID: T1003.002 | [Daggerfly](https://attack.mitre.org/groups/G1034) used [Reg](https://attack.mitre.org/software/S0075) to dump the Security Account Manager (SAM) hive from victim machines for ... ; APT28 uses NTDS | Target ATT&CK ID: T1003.003 | [APT28](https://attack.mitre.org/groups/G0007) has used the ntdsutil.exe utility to export the Active Directory database for credential ...,"[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f"", ""relationship::relationship--01e22d76-e2ee-407a-834f-e3428df142ba""]","[战术阶段评估] 前缀最后两步为 T1003（凭证获取）和 T1595（主动扫描）。T1003 属于 Credential Access 阶段，表明攻击者已成功获取系统凭证；T1595 属于 Reconnaissance 阶段，但在此上下文中可能表示攻击者在获取凭证后对内部网络进行主动扫描，以发现更多目标或横向移动路径。因此，当前阶段可能处于从凭证获取向横向移动或进一步侦察的过渡期。
[已获资产推演] 基于前缀技术，攻击者已通过 T1190（利用面向公众的应用）获得初始访问，通过 T1105（工具传输）部署工具，通过 T1505（服务器软件植入）建立持久性，通过 T1203（利用客户端执行）可能获得更多执行，并通过 T1003 获取了本地或域凭证。因此，攻击者目前拥有有效的凭证、已部署的工具以及可能的持久化机制，具备在内部网络进行横向移动和进一步渗透的能力。
[意图图谱映射] 结合 KG Context，T1003 的变体（如 LSASS、SAM、NTDS）表明攻击者可能针对不同凭证存储，且已获取高价值凭证。T1595 的主动扫描可能用于发现新主机、开放端口或服务，以规划横向移动。因此，下一步逻辑攻击面包括：利用凭证进行横向移动（如通过远程服务）、提升权限（如利用漏洞）、进一步收集凭证（如从其他系统）、建立更多持久性（如创建账户）或传输额外工具。基于这些，预测下一步最可能的父技术。","[""T1021"", ""T1078"", ""T1003"", ""T1059"", ""T1105""]",,,,,,,,,,,,,
R17,ok,"[""T1120""]","INC Ransomware uses Peripheral Device Discovery | Target ATT&CK ID: T1120 | [INC Ransomware](https://attack.mitre.org/software/S1139) can identify external USB and hard drives for encryption and printers to print ransom notes.(Citation: Cybereason INC ... ; Equation uses Peripheral Device Discovery | Target ATT&CK ID: T1120 | [Equation](https://attack.mitre.org/groups/G0020) has used tools with the functionality to search for specific information about the attached hard drive that could be used to identify ... ; Operation CuckooBees uses Peripheral Device Discovery | Target ATT&CK ID: T1120 | During [Operation CuckooBees](https://attack.mitre.org/campaigns/C0012), the threat actors used ...","[""relationship::relationship--0225c7c8-db18-469d-a1aa-566900e297a7"", ""relationship::relationship--062ebca3-abf7-449a-ad84-f04a3cada4dd"", ""relationship::relationship--0882cca9-ed77-4c71-85e4-78988d79236f""]","[战术阶段评估] 前缀序列仅包含 T1120（外围设备发现），属于发现战术阶段。攻击者正在枚举系统外围设备，如 USB、硬盘、打印机等，以了解目标环境。最后一步是 T1120，表明攻击者处于侦察/发现阶段，尚未进行横向移动或影响操作。
[已获资产推演] 通过 T1120，攻击者获得了关于目标系统外围设备的信息，包括是否存在可移动存储设备、打印机等。这为后续可能的文件加密、数据窃取或打印勒索信提供了基础。攻击者可能已具备对目标系统的初步访问权限，但尚未获得高权限或广泛网络访问。
[意图图谱映射] 结合 KG Context，T1120 常被勒索软件（如 INC Ransomware）用于识别外部 USB 和硬盘以进行加密，以及识别打印机以打印勒索信。因此，攻击者可能正在为后续的加密或数据窃取做准备。下一步可能涉及发现更多系统信息（如文件、系统信息）、建立持久化、提升权限、横向移动或直接进行影响操作。基于此，预测下一步技术可能包括：发现文件与目录（T1083）、系统信息发现（T1082）、进程发现（T1057）、创建或修改系统进程（T1543）以维持持久化，以及数据加密（T1486）或数据窃取（T1567）等。","[""T1083"", ""T1082"", ""T1057"", ""T1543"", ""T1486""]",,,,,,,,,,,,,
R18,ok,"[""T1082""]","Micropsia uses System Information Discovery | Target ATT&CK ID: T1082 | [Micropsia](https://attack.mitre.org/software/S0339) gathers the hostname and OS version from the victim’s machine.(Citation: Talos Micropsia June 2017)(Citation: Radware Micropsia ... ; njRAT uses System Information Discovery | Target ATT&CK ID: T1082 | [njRAT](https://attack.mitre.org/software/S0385) enumerates the victim operating system and computer name during the initial infection.(Citation: Fidelis njRAT June 2013) ; DarkGate uses System Information Discovery | Target ATT&CK ID: T1082 | [DarkGate](https://attack.mitre.org/software/S1111) will gather various system information such as domain, display adapter ...","[""relationship::relationship--002c9202-d7a0-4181-b912-42f7d6d38339"", ""relationship::relationship--005cbf7d-9d0b-443b-91db-7b148a1eb55b"", ""relationship::relationship--011286cc-53bc-4910-bf38-79f1d79fc707""]","[战术阶段评估] 前缀仅包含 T1082（系统信息发现），属于发现（Discovery）战术阶段。攻击者刚完成初步侦察，尚未进入后续行动。
[已获资产推演] 攻击者已获取目标主机的基本系统信息（如主机名、操作系统版本、架构等），但尚未获得凭据、网络拓扑或高权限。
[意图图谱映射] 基于 KG 上下文，T1082 常被恶意软件用于初始感染后的环境感知，为后续横向移动、持久化或数据窃取做准备。下一步可能转向收集更多信息（如网络、用户、文件）、建立持久化、提升权限或执行命令。
[预测] 结合常见攻击流程，攻击者可能继续发现其他系统信息（T1016、T1033）、收集凭据（T1003）、建立持久化（T1547）、执行命令（T1059）或横向移动（T1021）。","[""T1016"", ""T1033"", ""T1003"", ""T1547"", ""T1059""]",,,,,,,,,,,,,
R19,ok,"[""T1018"",""T1018"",""T1135"",""T1021""]","BADHATCH uses Network Share Discovery | Target ATT&CK ID: T1135 | [BADHATCH](https://attack.mitre.org/software/S1081) can check a user's access to the C$ share on a compromised machine.(Citation: BitDefender BADHATCH Mar 2021) ; Conti uses SMB/Windows Admin Shares | Target ATT&CK ID: T1021.002 | [Conti](https://attack.mitre.org/software/S0575) can spread via SMB and encrypts files on different hosts, potentially compromising an entire network.(Citation: Cybereason Conti Jan ... ; Ember Bear uses Remote System Discovery | Target ATT&CK ID: T1018 | [Ember Bear](https://attack.mitre.org/groups/G1003) has used tools such as Nmap and MASSCAN for remote service discovery.(Citation: CISA ...","[""relationship::relationship--003eed51-a560-44f1-9149-5a11bdaebe6f"", ""relationship::relationship--00789efc-c0c5-4bc2-96ad-9f893bf9c06d"", ""relationship::relationship--01b94982-fedb-4469-adf1-7f2a2a9069ea""]","[战术阶段评估] 前缀最后两步为 T1135（网络共享发现）和 T1021（远程服务），其中 T1021 具体为 SMB/Windows 管理共享。这两步表明攻击者已从侦察阶段（T1018 远程系统发现）过渡到横向移动的初始阶段，正在利用共享资源进行网络内传播。
[已获资产推演] 攻击者已通过 T1018 发现远程系统，并通过 T1135 枚举网络共享，可能已获得对共享资源的访问权限（如 C$ 管理共享）。结合 T1021，攻击者已具备通过 SMB 协议访问其他主机的能力，可能已获得部分主机的凭据或利用现有会话。
[意图图谱映射] 前缀最后两步（T1135 和 T1021）表明攻击者正在建立横向移动通道。结合 KG 上下文，BADHATCH 和 Conti 等恶意软件常利用 SMB 共享进行传播和文件加密。因此，下一步攻击者可能利用已获得的共享访问权限执行远程命令、窃取凭据、部署恶意软件或加密文件。攻击面包括：通过 SMB 执行远程代码（T1059）、使用有效账户（T1078）、进一步访问其他服务（T1021 的其他子技术）、收集凭据（T1003）以及传输工具或数据（T1105）。","[""T1059"", ""T1078"", ""T1021"", ""T1003"", ""T1105""]",,,,,,,,,,,,,
R20,ok,"[""T1566"",""T1059"",""T1105"",""T1218"",""T1105"",""T1033"",""T1134"",""T1021"",""T1046"",""T1021"",""T1021"",""T1021"",""T1087""]","Conti uses SMB/Windows Admin Shares | Target ATT&CK ID: T1021.002 | [Conti](https://attack.mitre.org/software/S0575) can spread via SMB and encrypts files on different hosts, potentially compromising an entire network.(Citation: Cybereason Conti Jan ... ; Moses Staff uses SMB/Windows Admin Shares | Target ATT&CK ID: T1021.002 | [Moses Staff](https://attack.mitre.org/groups/G1009) has used batch scripts that can enable SMB on a compromised host.(Citation: Checkpoint MosesStaff Nov 2021) ; Empire uses Distributed Component Object Model | Target ATT&CK ID: T1021.003 | [Empire](https://attack.mitre.org/software/S0363) can utilize <code>Invoke-DCOM</code> to leverage remote COM execution for ...","[""relationship::relationship--00789efc-c0c5-4bc2-96ad-9f893bf9c06d"", ""relationship::relationship--046310ee-386b-4ed6-a623-6436341b8b8c"", ""relationship::relationship--04878c23-0ba8-4893-acd7-f0594241b66f""]","[战术阶段评估] 前缀最后两步为 T1021（远程服务）和 T1087（账户发现）。T1021 表明攻击者正在使用远程服务（如 SMB/Windows 管理共享）进行横向移动，而 T1087 表明攻击者正在枚举账户信息，可能为了进一步访问或提权。整体处于横向移动和发现阶段。
[已获资产推演] 攻击者已通过 T1566（钓鱼）获得初始访问，使用 T1059（命令脚本）执行命令，T1105（工具传输）下载工具，T1218（签名二进制代理执行）绕过防御，T1033（系统所有者/用户发现）收集用户信息，T1134（访问令牌操纵）可能提升权限，T1021（远程服务）进行横向移动，T1046（网络服务扫描）扫描网络，T1087（账户发现）枚举账户。攻击者已获得域内用户列表和网络访问权限，可能已控制多台主机。
[意图图谱映射] 结合 KG Context，T1021 与 Conti 和 Moses Staff 等组织相关，他们使用 SMB 进行横向移动和加密文件。T1087 表明攻击者正在收集账户信息，可能为后续的凭据窃取（T1003）、进一步横向移动（T1021）、创建账户（T1136）或执行远程命令（T1059）做准备。攻击者可能利用已发现的账户进行暴力破解或传递哈希攻击，并可能部署勒索软件或数据窃取。
[预测] 基于以上，下一步可能包括：使用发现的账户进行凭据访问（T1003）、通过远程服务执行命令（T1059）、创建新账户维持访问（T1136）、利用 SMB 进行文件共享访问（T1021）、或下载额外工具（T1105）。","[""T1003"", ""T1059"", ""T1136"", ""T1021"", ""T1105""]",,,,,,,,,,,,,
R21,ok,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047"",""T1070"",""T1562"",""T1082"",""T1005""]","Micropsia uses System Information Discovery | Target ATT&CK ID: T1082 | [Micropsia](https://attack.mitre.org/software/S0339) gathers the hostname and OS version from the victim’s machine.(Citation: Talos Micropsia June 2017)(Citation: Radware Micropsia ... ; njRAT uses System Information Discovery | Target ATT&CK ID: T1082 | [njRAT](https://attack.mitre.org/software/S0385) enumerates the victim operating system and computer name during the initial infection.(Citation: Fidelis njRAT June 2013) ; DarkGate uses System Information Discovery | Target ATT&CK ID: T1082 | [DarkGate](https://attack.mitre.org/software/S1111) will gather various system information such as domain, display adapter ...","[""relationship::relationship--002c9202-d7a0-4181-b912-42f7d6d38339"", ""relationship::relationship--005cbf7d-9d0b-443b-91db-7b148a1eb55b"", ""relationship::relationship--011286cc-53bc-4910-bf38-79f1d79fc707""]","[战术阶段评估] 前缀最后两步 T1082（系统信息发现）和 T1005（本地数据收集）表明攻击者处于侦察/收集阶段，可能为后续横向移动或数据外渗做准备。T1082 收集主机信息，T1005 收集本地敏感文件，两者结合显示攻击者正在评估目标环境并积累数据。
[已获资产推演] 攻击者已获得初始访问权限，并可能拥有本地用户权限。通过 T1082 获取系统信息（如主机名、OS），通过 T1005 收集本地文件，可能包括凭据、配置文件或敏感数据。攻击者可能已具备执行命令和读取文件的能力，但尚未提升权限或横向移动。
[意图图谱映射] 结合 KG Context，T1082 和 T1005 常用于攻击的早期阶段，为后续行动提供情报。攻击者可能利用收集的信息进行凭据窃取（T1003）、横向移动（T1021）、命令执行（T1059）或数据外渗（T1041）。此外，T1005 收集的数据可能用于进一步侦察或作为外渗的源。因此，下一步可能涉及凭据访问、横向移动、命令执行、数据外渗或持久化。","[""T1003"", ""T1021"", ""T1059"", ""T1041"", ""T1078""]",,,,,,,,,,,,,
R22,ok,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070"",""T1518"",""T1082"",""T1033"",""T1057"",""T1134"",""T1003""]",Indrik Spider uses LSASS Memory | Target ATT&CK ID: T1003.001 | [Indrik Spider](https://attack.mitre.org/groups/G0119) used [Cobalt Strike](https://attack.mitre.org/software/S0154) to carry out credential dumping using ProcDump.(Citation: Symantec ... ; Azorult uses Create Process with Token | Target ATT&CK ID: T1134.002 | [Azorult](https://attack.mitre.org/software/S0344) can call WTSQueryUserToken and CreateProcessAsUser to start a new process with local system privileges.(Citation: Unit42 Azorult Nov 2018) ; Daggerfly uses Security Account Manager | Target ATT&CK ID: T1003.002 | [Daggerfly](https://attack.mitre.org/groups/G1034) used [Reg](https://attack.mitre.org/software/S0075) to ...,"[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--00d3d6a8-c711-4bb5-bf0a-e17c0ecac8c8"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f""]",[战术阶段评估] 前缀最后两步为 T1134（访问令牌操纵）和 T1003（OS 凭据转储）。T1134 通常用于权限提升或横向移动，而 T1003 是凭据访问阶段的核心技术。结合 KG Context，T1134.002 用于创建具有本地系统权限的进程，T1003.001 用于通过 LSASS 内存转储获取凭据。因此，攻击者当前处于凭据访问阶段，并可能已获得高权限令牌。 [已获资产推演] 通过 T1134 和 T1003，攻击者可能已获得 SYSTEM 或管理员权限的令牌，并成功转储了 LSASS 内存中的凭据（如 NTLM 哈希或明文密码）。此外，前缀中多次出现 T1134 和 T1003，表明攻击者正在反复提升权限并收集凭据，可能已掌握域账户或本地管理员凭据。 [意图图谱映射] 结合 KG Context，攻击者可能利用获取的凭据进行横向移动（如通过 SMB/PsExec）、创建计划任务以持久化、或进一步收集敏感文件。最后两步 T1134 和 T1003 为后续攻击打开了凭据滥用和横向移动的攻击面。因此，下一步可能涉及使用凭据进行远程访问、执行命令、或建立持久化机制。,"[""T1021"", ""T1053"", ""T1078"", ""T1105"", ""T1059""]",,,,,,,,,,,,,
R23,ok,"[""T1005"",""T1033""]","Trojan.Karagany uses System Owner/User Discovery | Target ATT&CK ID: T1033 | [Trojan.Karagany](https://attack.mitre.org/software/S0094) can gather information about the user on a compromised host.(Citation: Secureworks Karagany July 2019) ; PoetRAT uses System Owner/User Discovery | Target ATT&CK ID: T1033 | [PoetRAT](https://attack.mitre.org/software/S0428) sent username, computer name, and the previously generated UUID in reply to a ""who"" command from C2.(Citation: Talos PoetRAT April 2020) ; Revenge RAT uses System Owner/User Discovery | Target ATT&CK ID: T1033 | [Revenge RAT](https://attack.mitre.org/software/S0379) gathers the username from the system.(Citation: Cylance Shaheen Nov ...","[""relationship::relationship--00ce5c68-cb85-46d1-a6ba-7b2b767b0f09"", ""relationship::relationship--00e25bca-7df1-464e-94a4-cc13124e1d0c"", ""relationship::relationship--01c6d850-03c2-4ed0-ba1d-cf2cc9062106""]","[战术阶段评估] Prefix 最后两步 T1005 (Data from Local System) 和 T1033 (System Owner/User Discovery) 均属于 Discovery 战术阶段，表明攻击者正在收集本地系统信息和用户身份，以了解目标环境并规划后续行动。
[已获资产推演] 攻击者已获得本地文件系统访问权限（T1005），并掌握了当前用户账户信息（T1033），包括用户名、可能的主机名等。这些信息可用于进一步侦察或横向移动。
[意图图谱映射] 结合 KG Context，攻击者可能利用收集的用户信息进行凭据窃取（如 T1003）、通过合法账户访问（T1078）、远程服务利用（如 T1021）、命令执行（如 T1059）或数据外传（如 T1041）。这些技术通常紧随系统信息收集之后，以扩大访问或实现最终目标。","[""T1003"", ""T1078"", ""T1021"", ""T1059"", ""T1041""]",,,,,,,,,,,,,
