review_id,generation_status,prefix,kg_context,kg_snippet_ids,reasoning_or_raw_output,predicted_next_ttps,reviewer_id,tactic_judgment,tactic_reason,asset_or_permission_unsupported,asset_permission_reason,kg_traceable,kg_traceability_reason,candidate_1_unsupported,candidate_2_unsupported,candidate_3_unsupported,candidate_4_unsupported,candidate_5_unsupported,candidate_reason
R11,ok,"[""T1105"",""T1505"",""T1033"",""T1082"",""T1083"",""T1003"",""T1105"",""T1548"",""T1053"",""T1543""]",GoldMax uses Scheduled Task | Target ATT&CK ID: T1053.005 | [GoldMax](https://attack.mitre.org/software/S0588) has used scheduled tasks to maintain persistence.(Citation: MSTIC NOBELIUM Mar 2021) ; Cobalt Strike uses Sudo and Sudo Caching | Target ATT&CK ID: T1548.003 | [Cobalt Strike](https://attack.mitre.org/software/S0154) can use <code>sudo</code> to run a command.(Citation: Cobalt Strike Manual 4.3 November 2020) ; NightClub uses Windows Service | Target ATT&CK ID: T1543.003 | [NightClub](https://attack.mitre.org/software/S1090) has created a Windows service named `WmdmPmSp` to establish persistence.(Citation: MoustachedBouncer ESET August 2023) ; Industroyer uses Windows Service | ...,"[""relationship::relationship--005b6fd1-be80-424b-b6df-2ff88d390b1b"", ""relationship::relationship--00991be5-e2c2-4645-b743-e9e4af3d38b9"", ""relationship::relationship--01b95067-ba65-48c2-8d2c-342e13007cc8"", ""relationship::relationship--02af155a-ed26-4807-99c5-f88477a6e143""]","[战术阶段评估] 前缀最后两步为 T1053（计划任务/调度）和 T1543（创建或修改系统进程/服务），均属于持久化（Persistence）战术阶段，表明攻击者正在建立持久化机制。此前 T1105（工具传输）和 T1548（权限提升）表明攻击者已获得执行环境并可能提升权限。
[已获资产推演] 攻击者已通过 T1105 传输工具，通过 T1033/T1082/T1083 收集系统信息，通过 T1003 获取凭据，并通过 T1548 提升权限。因此，攻击者已具备系统级权限、有效凭据和工具集，可执行持久化操作。
[意图图谱映射] 结合 KG Context，T1053 和 T1543 分别对应计划任务和服务创建，常用于持久化。攻击者可能已建立持久化后，下一步将转向横向移动、凭据访问或命令控制。基于常见攻击流程，攻击者可能利用已获取的凭据进行横向移动（T1021），或通过计划任务/服务执行恶意代码（T1059），或进一步收集凭据（T1003），或建立命令控制通道（T1071），或禁用安全工具（T1562）。","[""T1021"", ""T1059"", ""T1003"", ""T1071"", ""T1562""]",,,,,,,,,,,,,
R12,ok,"[""T1566"",""T1204"",""T1069"",""T1059"",""T1574"",""T1105"",""T1112"",""T1033"",""T1110"",""T1070"",""T1570"",""T1053"",""T1069"",""T1018"",""T1003"",""T1105"",""T1550"",""T1070"",""T1056"",""T1070"",""T1105"",""T1021"",""T1105"",""T1021"",""T1070"",""T1205""]","TDTESS uses File Deletion | Target ATT&CK ID: T1070.004 | [TDTESS](https://attack.mitre.org/software/S0164) creates then deletes log files during installation of itself as a service.(Citation: ClearSky Wilted Tulip July 2017) ; Conti uses SMB/Windows Admin Shares | Target ATT&CK ID: T1021.002 | [Conti](https://attack.mitre.org/software/S0575) can spread via SMB and encrypts files on different hosts, potentially compromising an entire network.(Citation: Cybereason Conti Jan ... ; LightNeuron uses File Deletion | Target ATT&CK ID: T1070.004 | [LightNeuron](https://attack.mitre.org/software/S0395) has a function to delete files.(Citation: ESET LightNeuron May 2019) ; ROADSWEEP uses File ...","[""relationship::relationship--0061f7aa-fe4e-41e5-8ebf-e9f526bda08f"", ""relationship::relationship--00789efc-c0c5-4bc2-96ad-9f893bf9c06d"", ""relationship::relationship--01b13af3-d241-47ed-b351-e83604c0d92f"", ""relationship::relationship--01dc7e85-da23-4a0b-937e-a7a6e83c7f53""]","[战术阶段评估]前缀最后两步为T1070（防御规避-文件删除）和T1205（防御规避-通信流量隐藏）。攻击者正在清理痕迹并隐藏后续通信，处于防御规避阶段，可能为后续横向移动或持久化做准备。
[已获资产推演]前缀包含T1003（凭证转储）、T1110（暴力破解）、T1550（传递哈希），表明攻击者已获取域凭据或哈希，并可能通过T1021（远程服务）在内部网络移动。同时T1053（计划任务）和T1574（劫持执行流）暗示已建立持久化机制。
[意图图谱映射]结合KG Context，T1070用于删除日志和文件，T1205用于隐藏通信，可能为后续使用T1021（SMB/Windows管理共享）进行横向扩散或T1105（文件传输）下载工具做准备。攻击者可能转向数据收集（T1005）或影响（T1486），但更可能继续横向移动和持久化。
[推理]基于最后两步的清理和隐藏行为，攻击者可能即将进行横向移动（T1021）、执行远程命令（T1059）、传输工具（T1105）、创建新持久化（T1053）或窃取更多凭据（T1003）。","[""T1021"", ""T1059"", ""T1105"", ""T1053"", ""T1003""]",,,,,,,,,,,,,
R13,ok,"[""T1105"",""T1135"",""T1018"",""T1046"",""T1016"",""T1003"",""T1569"",""T1560"",""T1074"",""T1537"",""T1047""]",Sardonic uses Windows Management Instrumentation | Target ATT&CK ID: T1047 | [Sardonic](https://attack.mitre.org/software/S1085) can use WMI to execute PowerShell commands on a compromised machine.(Citation: Bitdefender Sardonic Aug 2021) ; Meteor uses Windows Management Instrumentation | Target ATT&CK ID: T1047 | [Meteor](https://attack.mitre.org/software/S0688) can use `wmic.exe` as part of its effort to delete shadow copies.(Citation: Check Point Meteor Aug 2021) ; Cinnamon Tempest uses Windows Management Instrumentation | Target ATT&CK ID: T1047 | [Cinnamon Tempest](https://attack.mitre.org/groups/G1021) has used [Impacket](https://attack.mitre.org/software/S0357) for lateral ...,"[""relationship::relationship--01000868-19de-44dd-bea5-ad30dae460ad"", ""relationship::relationship--0182aa0a-a8b9-4a6e-9932-88f34f8ceee3"", ""relationship::relationship--01eddb48-5116-494c-9d1c-2ace79b28530""]","[战术阶段评估]最后两步 T1537（数据从备份中转移）和 T1047（WMI 执行）表明攻击者已进入后期，可能处于收集/渗透阶段，同时利用 WMI 进行横向移动或远程执行。T1537 暗示已访问备份数据，T1047 则用于在目标系统上执行命令，可能为后续数据外渗或持久化做准备。
[已获资产推演]前缀序列显示攻击者已获得文件传输（T1105）、网络共享发现（T1135）、远程系统发现（T1018）、网络扫描（T1046）、系统网络配置发现（T1016）、凭证转储（T1003）、服务执行（T1569）、归档收集（T1560）、数据暂存（T1074）、数据从备份转移（T1537）以及 WMI 执行（T1047）。因此，攻击者已拥有域内凭证、网络拓扑信息、备份数据访问权限，并能在多台主机上通过 WMI 执行命令。
[意图图谱映射]结合 KG 上下文，T1047 常用于执行 PowerShell 或远程命令，可能用于横向移动或部署工具。T1537 表明攻击者已从备份中提取数据，可能准备外渗。下一步可能包括：通过 WMI 横向移动（T1021）、创建远程服务（T1543）、计划任务（T1053）、使用 PowerShell 执行（T1059）、或直接数据外渗（T1041）。此外，可能利用凭证进行进一步访问（T1078）或清理痕迹（T1070）。","[""T1021"", ""T1059"", ""T1543"", ""T1053"", ""T1041""]",,,,,,,,,,,,,
R14,ok,"[""T1113"",""T1059"",""T1057"",""T1003"",""T1570""]",Indrik Spider uses LSASS Memory | Target ATT&CK ID: T1003.001 | [Indrik Spider](https://attack.mitre.org/groups/G0119) used [Cobalt Strike](https://attack.mitre.org/software/S0154) to carry out credential dumping using ProcDump.(Citation: Symantec ... ; Daggerfly uses Security Account Manager | Target ATT&CK ID: T1003.002 | [Daggerfly](https://attack.mitre.org/groups/G1034) used [Reg](https://attack.mitre.org/software/S0075) to dump the Security Account Manager (SAM) hive from victim machines for ... ; APT28 uses NTDS | Target ATT&CK ID: T1003.003 | [APT28](https://attack.mitre.org/groups/G0007) has used the ntdsutil.exe utility to export the Active Directory database for credential ...,"[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f"", ""relationship::relationship--01e22d76-e2ee-407a-834f-e3428df142ba""]","[战术阶段评估] 前缀最后两步为 T1003（凭证获取）和 T1570（横向工具转移）。T1003 属于凭证访问阶段，T1570 属于横向移动阶段，表明攻击者已从初始访问/执行阶段推进到凭证获取并开始横向移动准备。
[已获资产推演] 通过 T1003 的多种子技术（LSASS、SAM、NTDS），攻击者可能已获取本地管理员或域账户的哈希/明文凭证，结合 T1570 转移工具，可能已具备在内部网络横向移动的能力，并可能已控制多台主机。
[意图图谱映射] 结合 KG Context，攻击者使用凭证转储工具（如 ProcDump、Reg、ntdsutil）后，通常会利用获取的凭证进行横向移动（如通过 SMB/远程服务），或进一步收集域信息、提升权限，或建立持久化。最后两步 T1003 和 T1570 直接指向后续的横向移动执行（如远程代码执行）或凭证利用（如传递哈希）。
[预测] 基于以上，下一步最可能的技术包括：利用凭证进行远程代码执行（T1059）、通过 SMB 横向移动（T1021）、使用传递哈希（T1078）、进一步收集域凭证（T1003 的变体，但父技术相同，故不重复）、或建立持久化（T1136）。但需确保 5 个不同父技术，故选择 T1059、T1021、T1078、T1136、T1105（工具转移）作为预测。","[""T1059"", ""T1021"", ""T1078"", ""T1136"", ""T1105""]",,,,,,,,,,,,,
R15,ok,"[""T1566"",""T1204""]",FIN7 uses Malicious Link | Target ATT&CK ID: T1204.001 | [FIN7](https://attack.mitre.org/groups/G0046) has used malicious links to lure victims into downloading malware.(Citation: CrowdStrike Carbon Spider August 2021) ; BlackTech uses Spearphishing Link | Target ATT&CK ID: T1566.002 | [BlackTech](https://attack.mitre.org/groups/G0098) has used spearphishing e-mails with links to cloud services to deliver malware.(Citation: TrendMicro BlackTech June 2017) ; Kerrdown uses Spearphishing Link | Target ATT&CK ID: T1566.002 | [Kerrdown](https://attack.mitre.org/software/S0585) has been distributed via e-mails containing a malicious link.(Citation: Amnesty Intl. Ocean Lotus February 2021) ; ...,"[""relationship::relationship--00561c3c-345e-4578-95c3-b7e0a95db7b1"", ""relationship::relationship--01455ab2-2769-4eab-9df2-e7e5f707e7c6"", ""relationship::relationship--0160acb0-db44-4076-acc6-74c872d5aa08""]","[战术阶段评估]：前缀最后两步为 T1566（网络钓鱼）和 T1204（用户执行），分别属于初始访问和执行阶段。攻击者已成功诱导用户点击恶意链接并执行了载荷，标志着从初始访问向执行阶段的过渡。
[已获资产推演]：攻击者通过钓鱼链接使用户执行了恶意代码，可能已获得目标系统上的初始执行权限，但尚未获得持久化或提升权限。资产级别为单机用户权限，可能具备有限的网络访问能力。
[意图图谱映射]：结合 KG Context，攻击者（如 FIN7、BlackTech）常利用恶意链接投递后续载荷。执行后，攻击者可能尝试建立命令与控制通道、下载更多工具、进行侦察或横向移动。因此，下一步可能涉及执行、命令与控制、发现、横向移动或防御规避等战术。","[""T1059"", ""T1071"", ""T1083"", ""T1021"", ""T1105""]",,,,,,,,,,,,,
R16,ok,"[""T1190"",""T1105"",""T1505"",""T1203"",""T1003"",""T1595""]",Indrik Spider uses LSASS Memory | Target ATT&CK ID: T1003.001 | [Indrik Spider](https://attack.mitre.org/groups/G0119) used [Cobalt Strike](https://attack.mitre.org/software/S0154) to carry out credential dumping using ProcDump.(Citation: Symantec ... ; Daggerfly uses Security Account Manager | Target ATT&CK ID: T1003.002 | [Daggerfly](https://attack.mitre.org/groups/G1034) used [Reg](https://attack.mitre.org/software/S0075) to dump the Security Account Manager (SAM) hive from victim machines for ... ; APT28 uses NTDS | Target ATT&CK ID: T1003.003 | [APT28](https://attack.mitre.org/groups/G0007) has used the ntdsutil.exe utility to export the Active Directory database for credential ...,"[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f"", ""relationship::relationship--01e22d76-e2ee-407a-834f-e3428df142ba""]","[战术阶段评估] 前缀最后两步为 T1003（凭据转储）和 T1595（主动扫描）。T1003 属于 Credential Access 阶段，表明攻击者已获取系统权限并尝试提取凭据；T1595 属于 Reconnaissance 阶段，但在此上下文中可能表示攻击者在获取凭据后对内网进行主动扫描，以发现更多目标或横向移动路径。因此，当前阶段可能处于从凭据获取向横向移动或进一步侦察过渡的混合阶段。
[已获资产推演] 基于前缀技术，攻击者已通过 T1190（利用面向公众的应用）获得初始访问，使用 T1105（工具传输）部署工具，通过 T1505（服务器软件篡改）可能建立持久性，利用 T1203（利用客户端执行）执行代码，随后进行 T1003 凭据转储，表明攻击者已获得系统级或管理员权限，并可能拥有有效凭据。此外，T1595 表明攻击者正在主动扫描网络，可能已识别出其他主机或服务。
[意图图谱映射] 结合 KG Context，T1003 的变体（如 LSASS、SAM、NTDS）表明攻击者可能已获取域凭据或哈希。T1595 的扫描可能用于发现可利用的横向移动目标。因此，下一步逻辑攻击面包括：使用获取的凭据进行横向移动（T1021）、通过远程服务执行命令（T1059）、利用扫描结果进一步利用漏洞（T1210）、可能尝试提升权限（T1068）或建立更多持久性（T1078）。此外，攻击者可能使用凭据访问其他系统（T1003 的进一步变体）或进行数据收集（T1005）。","[""T1021"", ""T1059"", ""T1210"", ""T1078"", ""T1003""]",,,,,,,,,,,,,
R17,ok,"[""T1120""]","INC Ransomware uses Peripheral Device Discovery | Target ATT&CK ID: T1120 | [INC Ransomware](https://attack.mitre.org/software/S1139) can identify external USB and hard drives for encryption and printers to print ransom notes.(Citation: Cybereason INC ... ; Equation uses Peripheral Device Discovery | Target ATT&CK ID: T1120 | [Equation](https://attack.mitre.org/groups/G0020) has used tools with the functionality to search for specific information about the attached hard drive that could be used to identify ... ; Operation CuckooBees uses Peripheral Device Discovery | Target ATT&CK ID: T1120 | During [Operation CuckooBees](https://attack.mitre.org/campaigns/C0012), the threat actors used ...","[""relationship::relationship--0225c7c8-db18-469d-a1aa-566900e297a7"", ""relationship::relationship--062ebca3-abf7-449a-ad84-f04a3cada4dd"", ""relationship::relationship--0882cca9-ed77-4c71-85e4-78988d79236f""]","[战术阶段评估] 前缀序列仅包含 T1120（外围设备发现），属于发现阶段。攻击者正在枚举系统外围设备，如USB、硬盘、打印机等，以了解目标环境。最后一步是T1120，表明攻击者处于早期侦察阶段，尚未进行横向移动或数据加密。

[已获资产推演] 通过T1120，攻击者获得了关于目标系统外围设备的信息，包括是否存在可移动存储设备、打印机等。这为后续可能的加密或数据窃取提供了基础，但尚未获得更高权限或网络访问。

[意图图谱映射] 结合KG Context，T1120常被勒索软件（如INC Ransomware）用于识别加密目标，或被高级组织用于收集硬件信息。因此，下一步可能涉及利用这些设备进行数据加密、数据窃取或进一步系统侦察。攻击者可能尝试枚举更多系统信息、建立持久化或提升权限，以准备后续攻击。","[""T1082"", ""T1059"", ""T1005"", ""T1485"", ""T1078""]",,,,,,,,,,,,,
R18,ok,"[""T1082""]","Micropsia uses System Information Discovery | Target ATT&CK ID: T1082 | [Micropsia](https://attack.mitre.org/software/S0339) gathers the hostname and OS version from the victim’s machine.(Citation: Talos Micropsia June 2017)(Citation: Radware Micropsia ... ; njRAT uses System Information Discovery | Target ATT&CK ID: T1082 | [njRAT](https://attack.mitre.org/software/S0385) enumerates the victim operating system and computer name during the initial infection.(Citation: Fidelis njRAT June 2013) ; DarkGate uses System Information Discovery | Target ATT&CK ID: T1082 | [DarkGate](https://attack.mitre.org/software/S1111) will gather various system information such as domain, display adapter ...","[""relationship::relationship--002c9202-d7a0-4181-b912-42f7d6d38339"", ""relationship::relationship--005cbf7d-9d0b-443b-91db-7b148a1eb55b"", ""relationship::relationship--011286cc-53bc-4910-bf38-79f1d79fc707""]","[战术阶段评估] 前缀仅包含 T1082（系统信息发现），属于侦察/发现阶段。攻击者刚进入目标环境，正在收集基础系统信息（如主机名、OS版本），为后续行动做准备。
[已获资产推演] 攻击者已获得初始执行权限（可能通过钓鱼或漏洞利用），但尚未提升权限或横向移动。目前掌握的是低权限的本地访问，以及初步的系统环境信息（如OS类型、主机名）。
[意图图谱映射] 结合KG上下文，T1082常被恶意软件用于初始感染后的环境探测。基于此，攻击者下一步可能进行更深入的发现（如网络枚举、用户枚举）、建立持久化、或尝试提权。逻辑攻击面包括：进一步收集系统信息（T1012、T1016）、枚举用户和权限（T1033）、发现网络共享（T1135）、或直接尝试横向移动（T1021）。","[""T1012"", ""T1016"", ""T1033"", ""T1135"", ""T1021""]",,,,,,,,,,,,,
R19,ok,"[""T1018"",""T1018"",""T1135"",""T1021""]","BADHATCH uses Network Share Discovery | Target ATT&CK ID: T1135 | [BADHATCH](https://attack.mitre.org/software/S1081) can check a user's access to the C$ share on a compromised machine.(Citation: BitDefender BADHATCH Mar 2021) ; Conti uses SMB/Windows Admin Shares | Target ATT&CK ID: T1021.002 | [Conti](https://attack.mitre.org/software/S0575) can spread via SMB and encrypts files on different hosts, potentially compromising an entire network.(Citation: Cybereason Conti Jan ... ; Ember Bear uses Remote System Discovery | Target ATT&CK ID: T1018 | [Ember Bear](https://attack.mitre.org/groups/G1003) has used tools such as Nmap and MASSCAN for remote service discovery.(Citation: CISA ...","[""relationship::relationship--003eed51-a560-44f1-9149-5a11bdaebe6f"", ""relationship::relationship--00789efc-c0c5-4bc2-96ad-9f893bf9c06d"", ""relationship::relationship--01b94982-fedb-4469-adf1-7f2a2a9069ea""]","[战术阶段评估] 前缀最后两步为 T1135（网络共享发现）和 T1021（远程服务），处于发现与横向移动阶段。攻击者已从单纯的主机发现（T1018）转向共享资源枚举和远程访问尝试，表明其正在积极寻找横向移动的路径。
[已获资产推演] 攻击者已获得至少一台主机的初始访问权限，并可能拥有有效凭据或利用 SMB 等协议进行远程连接。通过 T1135 发现网络共享，攻击者可能已识别出可访问的共享资源（如 C$），并具备通过 T1021 进行远程访问的能力。
[意图图谱映射] 结合 KG Context，BADHATCH 和 Conti 等恶意软件常利用共享发现和 SMB 访问进行横向移动和勒索软件部署。攻击者可能下一步会利用已发现的共享进行文件传输、执行恶意代码或进一步收集凭据。逻辑攻击面包括：通过 SMB 执行远程命令（T1021.002）、利用共享进行文件复制（T1105）、尝试提升权限（T1068）、收集凭据（T1003）或直接部署勒索软件（T1486）。","[""T1021"", ""T1105"", ""T1003"", ""T1068"", ""T1486""]",,,,,,,,,,,,,
R20,ok,"[""T1566"",""T1059"",""T1105"",""T1218"",""T1105"",""T1033"",""T1134"",""T1021"",""T1046"",""T1021"",""T1021"",""T1021"",""T1087""]","Conti uses SMB/Windows Admin Shares | Target ATT&CK ID: T1021.002 | [Conti](https://attack.mitre.org/software/S0575) can spread via SMB and encrypts files on different hosts, potentially compromising an entire network.(Citation: Cybereason Conti Jan ... ; Moses Staff uses SMB/Windows Admin Shares | Target ATT&CK ID: T1021.002 | [Moses Staff](https://attack.mitre.org/groups/G1009) has used batch scripts that can enable SMB on a compromised host.(Citation: Checkpoint MosesStaff Nov 2021) ; Empire uses Distributed Component Object Model | Target ATT&CK ID: T1021.003 | [Empire](https://attack.mitre.org/software/S0363) can utilize <code>Invoke-DCOM</code> to leverage remote COM execution for ...","[""relationship::relationship--00789efc-c0c5-4bc2-96ad-9f893bf9c06d"", ""relationship::relationship--046310ee-386b-4ed6-a623-6436341b8b8c"", ""relationship::relationship--04878c23-0ba8-4893-acd7-f0594241b66f""]","[战术阶段评估] 前缀最后两步为 T1021（远程服务）和 T1087（账户发现）。T1021 表明攻击者正在使用远程服务（如 SMB/Windows 管理共享）进行横向移动，而 T1087 表明攻击者正在枚举账户信息。这两步结合表明攻击者处于横向移动和侦察阶段，可能正在为后续的横向移动或权限提升做准备。
[已获资产推演] 基于前缀，攻击者已通过 T1566（钓鱼）获得初始访问，使用 T1059（命令和脚本解释器）执行命令，通过 T1105（工具传输）下载工具，利用 T1218（系统二进制代理执行）绕过防御，并重复使用 T1105 传输更多工具。T1033（系统所有者/用户发现）和 T1134（访问令牌操作）表明攻击者已获得一定权限并尝试提升或窃取令牌。T1021 的多次出现表明攻击者已成功通过远程服务（如 SMB）横向移动到其他主机，T1046（网络服务扫描）用于发现开放端口。因此，攻击者已获得多台主机的访问权限，并可能拥有域用户或管理员凭据。
[意图图谱映射] 结合 KG 上下文，T1021.002（SMB/Windows 管理共享）被 Conti 和 Moses Staff 等组织用于横向移动和加密文件。攻击者最后执行 T1087（账户发现）可能是在枚举域账户或本地账户，以确定高权限账户或进一步横向移动的目标。这为后续攻击开启了以下逻辑攻击面：1) 使用发现的账户进行凭据访问（如 T1003 转储哈希）或暴力破解；2) 利用远程服务（T1021）继续横向移动；3) 通过计划任务或服务执行（T1053/T1059）在远程主机上执行命令；4) 收集敏感信息（如 T1005）或数据加密（如 T1486）；5) 建立持久性（如 T1078 有效账户）或提升权限（如 T1134）。因此，下一步最可能的技术包括继续横向移动、凭据访问、执行、持久化或数据加密。","[""T1021"", ""T1003"", ""T1059"", ""T1078"", ""T1486""]",,,,,,,,,,,,,
R21,ok,"[""T1587"",""T1195"",""T1569"",""T1497"",""T1057"",""T1568"",""T1132"",""T1562"",""T1558"",""T1562"",""T1053"",""T1036"",""T1047"",""T1070"",""T1562"",""T1082"",""T1005""]","Micropsia uses System Information Discovery | Target ATT&CK ID: T1082 | [Micropsia](https://attack.mitre.org/software/S0339) gathers the hostname and OS version from the victim’s machine.(Citation: Talos Micropsia June 2017)(Citation: Radware Micropsia ... ; njRAT uses System Information Discovery | Target ATT&CK ID: T1082 | [njRAT](https://attack.mitre.org/software/S0385) enumerates the victim operating system and computer name during the initial infection.(Citation: Fidelis njRAT June 2013) ; DarkGate uses System Information Discovery | Target ATT&CK ID: T1082 | [DarkGate](https://attack.mitre.org/software/S1111) will gather various system information such as domain, display adapter ...","[""relationship::relationship--002c9202-d7a0-4181-b912-42f7d6d38339"", ""relationship::relationship--005cbf7d-9d0b-443b-91db-7b148a1eb55b"", ""relationship::relationship--011286cc-53bc-4910-bf38-79f1d79fc707""]","[战术阶段评估] 前缀最后两步 T1082（系统信息发现）和 T1005（本地数据收集）表明攻击者处于侦察/收集阶段，可能为后续横向移动或数据外渗做准备。T1082 收集系统信息，T1005 收集本地敏感数据，两者结合表明攻击者正在评估目标环境并积累数据。
[已获资产推演] 攻击者已获得初始访问权限，并可能拥有本地用户权限。通过 T1082 获取主机名、OS 版本等系统信息，通过 T1005 收集本地文件，可能包括凭据、配置文件或敏感文档。攻击者可能已具备执行命令和收集数据的能力，但尚未显示提权或横向移动的迹象。
[意图图谱映射] 结合 KG Context，T1082 和 T1005 常用于攻击者了解目标环境并寻找有价值数据。下一步可能转向凭据访问（如 T1003）、横向移动（如 T1021）、命令执行（如 T1059）、数据外渗（如 T1041）或持久化（如 T1053）。攻击者可能利用收集的信息定位高价值目标或建立进一步控制。","[""T1003"", ""T1021"", ""T1059"", ""T1041"", ""T1053""]",,,,,,,,,,,,,
R22,ok,"[""T1036"",""T1059"",""T1119"",""T1016"",""T1033"",""T1041"",""T1057"",""T1007"",""T1082"",""T1069"",""T1087"",""T1012"",""T1036"",""T1134"",""T1548"",""T1112"",""T1055"",""T1036"",""T1018"",""T1016"",""T1057"",""T1070"",""T1082"",""T1049"",""T1003"",""T1547"",""T1134"",""T1003"",""T1134"",""T1081"",""T1552"",""T1036"",""T1113"",""T1115"",""T1056"",""T1041"",""T1105"",""T1134"",""T1053"",""T1134"",""T1018"",""T1059"",""T1083"",""T1134"",""T1105"",""T1113"",""T1083"",""T1059"",""T1041"",""T1070"",""T1529"",""T1070"",""T1037"",""T1204"",""T1070"",""T1518"",""T1082"",""T1033"",""T1057"",""T1134"",""T1003""]",Indrik Spider uses LSASS Memory | Target ATT&CK ID: T1003.001 | [Indrik Spider](https://attack.mitre.org/groups/G0119) used [Cobalt Strike](https://attack.mitre.org/software/S0154) to carry out credential dumping using ProcDump.(Citation: Symantec ... ; Azorult uses Create Process with Token | Target ATT&CK ID: T1134.002 | [Azorult](https://attack.mitre.org/software/S0344) can call WTSQueryUserToken and CreateProcessAsUser to start a new process with local system privileges.(Citation: Unit42 Azorult Nov 2018) ; Daggerfly uses Security Account Manager | Target ATT&CK ID: T1003.002 | [Daggerfly](https://attack.mitre.org/groups/G1034) used [Reg](https://attack.mitre.org/software/S0075) to ...,"[""relationship::relationship--000aa4d0-315e-40d7-b2b6-76e91ecf0fe8"", ""relationship::relationship--00d3d6a8-c711-4bb5-bf0a-e17c0ecac8c8"", ""relationship::relationship--01122760-11f7-4fc9-8500-65ee57a6494f""]","[战术阶段评估]：前缀最后两步为 T1134（访问令牌操纵）和 T1003（OS 凭据转储）。T1134 通常用于权限提升或横向移动，而 T1003 是凭据访问阶段的核心技术。因此，攻击者当前处于凭据访问阶段，可能已完成权限提升并正在收集凭据。
[已获资产推演]：通过 T1134，攻击者可能已获得高权限令牌（如 SYSTEM 或管理员），结合 T1003 的 LSASS 内存转储，攻击者已掌握有效的凭据（如 NTLM 哈希或明文密码）。此外，前缀中多次出现 T1134 和 T1003，表明攻击者已成功提升权限并多次尝试凭据收集。
[意图图谱映射]：结合 KG Context，T1003.001 与 Cobalt Strike 和 ProcDump 相关，T1134.002 与 Azorult 的令牌创建相关。攻击者可能利用这些凭据进行横向移动（T1021）、远程执行（T1059）、创建新账户（T1136）或通过计划任务维持持久性（T1053）。此外，凭据可能用于访问其他系统（T1078）或通过 SMB/SSH 进行移动（T1021）。因此，下一步可能围绕凭据利用展开。","[""T1021"", ""T1059"", ""T1078"", ""T1136"", ""T1053""]",,,,,,,,,,,,,
R23,json_parse_failed,"[""T1005"",""T1033""]","Trojan.Karagany uses System Owner/User Discovery | Target ATT&CK ID: T1033 | [Trojan.Karagany](https://attack.mitre.org/software/S0094) can gather information about the user on a compromised host.(Citation: Secureworks Karagany July 2019) ; PoetRAT uses System Owner/User Discovery | Target ATT&CK ID: T1033 | [PoetRAT](https://attack.mitre.org/software/S0428) sent username, computer name, and the previously generated UUID in reply to a ""who"" command from C2.(Citation: Talos PoetRAT April 2020) ; Revenge RAT uses System Owner/User Discovery | Target ATT&CK ID: T1033 | [Revenge RAT](https://attack.mitre.org/software/S0379) gathers the username from the system.(Citation: Cylance Shaheen Nov ...","[""relationship::relationship--00ce5c68-cb85-46d1-a6ba-7b2b767b0f09"", ""relationship::relationship--00e25bca-7df1-464e-94a4-cc13124e1d0c"", ""relationship::relationship--01c6d850-03c2-4ed0-ba1d-cf2cc9062106""]","{""_thinking_process"":""[战术阶段评估] Prefix 最后两步 T1005（数据本地系统数据）和 T1033（系统所有者/用户发现）表明攻击者处于侦察/收集阶段，正在收集主机和用户信息，为后续横向移动或权限提升做准备。"",""[已获资产推演] 攻击者已获得本地文件系统访问权限，并掌握了当前用户身份、系统信息，可能包括用户名、主机名等，但尚未获得域级凭据或高权限。"",""[意图图谱映射] 结合 KG Context，T1033 常被用于识别目标用户，以配合钓鱼、凭据窃取或横向移动。下一步可能利用收集的信息进行凭据访问（如 T1003）、发现网络共享（T1135）、或通过脚本执行（T1059）进行后续操作。"",""predicted_next_ttps"":[""T1003"",""T1135"",""T1059"",""T1078"",""T1021""]}",[],,,,,,,,,,,,,
